Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,big5_p,mbti_intro_pearson,intro_p,mbti_t_pearson,t_p,,,,,,
303,That's terrible. Did you get it back?,"Wow, that will be so devastating for you",1,1,0,0,1,0,6,1,-0.051205009,-0.028471686,0.562723696,0.4930351674556732,0.5186071395874023,0.29596012830734253
304,I'm sorry to hear that,"So, how did you now do it",1,0,0,0,0,1,4,8,-0.068212107,0.052758865,0.5514054894447327,0.5255614519119263,0.40769413113594055,0.5965798497200012
305,I hate when that happens.,Report to their management,0,0,1,0,0,0,0,8,-0.257765144,0.016828522086143494,0.5783571600914001,0.5627273917198181,0.514509916,0.4475060701370239
306,Maybe they should have called the manager,Just give it a trial,0,0,0,0,0,0,5,8,-0.139064491,0.060368482023477554,0.529274583,0.5250993967056274,0.48805341124534607,0.603775144
307,What did she do?,"Haha, how did she feel when she found out?",0,0,0,0,1,1,6,6,-0.005550981,0.073826879,0.5515092015266418,0.4904422461986542,0.5838170647621155,0.4006868600845337
308,That's so sweet! I hope she gets to keep them!,Oh no! Those cookies sure do sound delicious though.,1,0,0,0,0,0,2,1,-0.045289226,-0.074062034,0.4823915362358093,0.5574132204055786,0.18069656193256378,0.3092391788959503
309,Oh no!  What happened?,"Dang, I hated that. At least it's not cow poop, that's worst. ",0,0,0,0,1,0,6,8,0.2879866361618042,-0.229307503,0.5749702453613281,0.5482869744300842,0.5661877393722534,0.37955203652381897
310,I love Gucci flip flops!,"Oh man, you gotta super clean it, have the professionals do it even ",0,0,0,0,0,0,1,1,0.17324382066726685,0.8664007186889648,0.32490286231040955,0.387752891,0.16645896434783936,0.4188363254070282
311,What kind of chicken and rice?,How do you make it?,0,0,0,0,1,1,6,6,0.10156497359275818,0.026050344109535217,0.5587334036827087,0.5290827751159668,0.5570155382156372,0.5754315853118896
312,That's great! I'm glad you're making it!,Good to know.  I will do it like it next time.,1,1,0,0,0,0,1,3,0.045053284615278244,0.29434412717819214,0.5211183428764343,0.6350056529045105,0.24104681611061096,0.5351566076278687
313,That's great! I hope it turns out well for you!,Congrats! What gender did your child end up being?,1,0,0,0,0,1,2,6,0.33904439210891724,0.7349358797073364,0.5466683506965637,0.5011441111564636,0.23326009511947632,0.38748693466186523
314,Oh wow! I bet he was so proud!,That's great my man! I can't wait for my first son. So far 6 daughters :(,0,1,0,1,0,0,1,1,-0.049200892,0.9532020092010498,0.4120827913284302,0.4052163362503052,0.24724836647510529,0.1766706258058548
315,That's terrible. I hope he does well.,"don't panic, and don't be harsh on the kid. perhaps spend time going over the subject together? or maybe he's having other trouble that's affecting his studies",1,1,0,0,0,0,2,5,-0.140005529,0.3181467056274414,0.5435167551040649,0.21198083460330963,0.4184451401233673,0.2676551342010498
316,i would be so mad,it's better to do what you're passionate about. do that and success follows,0,0,1,0,0,0,1,8,0.3466987907886505,0.44630199670791626,0.3627259135246277,0.24084199965000153,0.2715596854686737,0.3866914212703705
317,What was the test about?,That's cool.  For what class,0,0,0,0,1,1,6,1,-0.108124018,0.29900068044662476,0.5507382154464722,0.5125110149383545,0.61278367,0.5284072160720825
318,I'm glad you did well.  I'm sure you did great!,God works in mysterious ways,1,0,0,0,0,0,8,8,0.051498942,-0.081676871,0.6196069121360779,0.5606568455696106,0.3332633376121521,0.4634800851345062
319,I bet you were! I bet you were so proud of yourself!,"wow. I would be too. I love guitar, it's my favorite musical instrument. I wonder if he was born blind",1,0,0,1,0,0,1,1,0.14004945755004883,-0.184584349,0.3918681740760803,0.44063127040863037,0.18027639389038086,0.2372688353061676
320,wow. I bet he was a great kid. I bet he was a great kid. I bet he was a great kid. I bet he was a great kid. I bet he,"just goes to show that people can be amazing. Just never give up, persistence is the key",0,1,0,0,0,0,1,1,0.057726201,0.39612358808517456,0.3789356052875519,0.32865196466445923,0.3278670310974121,0.37158817052841187
321,That's terrible. Did you get it fixed?,oh no! that sounds annoying. Did you end up getting help?,1,1,0,0,1,1,6,6,-0.197141021,0.1691770851612091,0.5703805685043335,0.4623197317123413,0.5298243761062622,0.2884661555290222
322,i hope you get it fixed soon.,that sounds terrible! I hope everything gets sorted! Be positive ,1,1,0,0,0,0,3,2,0.082640782,0.2785588502883911,0.43102994561195374,0.31839555501937866,0.338482141,0.18033519387245178
323,Congratulations! That's a great accomplishment!,"Thats amazing, congratulations. 12 Kids your amazing.",1,1,0,0,0,0,7,7,0.00686945,0.3325345814228058,0.48387598991394043,0.4666295051574707,0.3417983055114746,0.6047928333282471
324,"Wow, that is a long time. I hope he is a good boy!  I hope he is a good boy!  I hope he is a good boy!  I hope he is a good boy!","Haha, your a player.",1,0,0,0,0,0,2,6,0.21477290987968445,0.14517509937286377,0.4683570861816406,0.4163883328437805,0.2934134006500244,0.560584307
325,Oh no!  What did you do?,"That's creepy. What do you think they were, hyenas? ",0,0,0,0,1,1,6,6,0.1418975591659546,0.33277443051338196,0.5753212571144104,0.38758403062820435,0.5573891401290894,0.5263556241989136
326,That's so creepy! I would have been so scared!,Must have been quite a sight. ,0,0,1,0,0,0,1,1,-0.173242062,0.16284441947937012,0.42511966824531555,0.46285343170166016,0.24853576719760895,0.599920392
327,Why is that?,"Oh,will u be going to pay him a visit?",0,0,0,0,1,1,6,6,-0.048373535,0.10926683247089386,0.5282903909683228,0.5145049095153809,0.6043199896812439,0.37102746963500977
328,"Wow, that's a lot of money. I hope he's able to get out of jail. I hope he's able to get out of jail. I hope he's able to get out of jail. I hope",Hope u will not indulge in such act like theft again?,0,0,0,0,0,1,3,3,-0.155326292,-0.007611334,0.5793013572692871,0.47720775,0.31689298152923584,0.45412757992744446
329,Congrats! That's awesome!,"Wow, that is a great news",1,1,0,0,0,0,1,1,-0.050969332,-0.030193456,0.47704750299453735,0.48649924993515015,0.22025053203105927,0.4168893098831177
330,I bet he is,"Wow, that is a really good club",0,1,0,0,0,0,1,1,-0.025318168,-0.105368018,0.4844919741153717,0.4965314269065857,0.4798636734485626,0.452740341
331,"Wow, that's a long time. I hope he's a good boy!  I hope he's a good boy!  I hope he's a good boy!  I hope he",Is this your first son?,1,0,0,0,0,1,2,6,0.22683343291282654,0.2547246217727661,0.37287843227386475,0.520320475,0.2680216431617737,0.4649159908294678
332,I hope he is a good boy!,Awesome! Any daughters? What will be your sons name?,1,0,0,0,0,1,2,6,0.018355436623096466,0.24422933161258698,0.5271601676940918,0.44902974367141724,0.31043606996536255,0.3188072144985199
333,That's terrible. Did you get hurt?,holy Moses! I hate them things. Flying rats is what they are.,1,0,0,0,1,0,6,0,-0.088471532,-0.018194914,0.5181432366371155,0.5816275477409363,0.5439366102218628,0.4009629189968109
334,I would have been so scared!,lol. don't do the crime if can't face the Bat ;),0,0,1,0,0,0,1,6,0.029970881,0.4645743668079376,0.42881467938423157,0.1758638173341751,0.25576120615005493,0.524872899
335,That's great! I'm glad you're feeling better!,Praise God man! He really is amazing and we should always be grateful for we have ,1,1,0,0,0,0,1,1,-0.015484139,0.188711017,0.49958667159080505,0.35595107078552246,0.12535233795642853,0.15201006829738617
336,He is a great person and a great person. I hope he continues to help you out.,amen! so true. Its especially awesome when He picks us up in every fall. His love never fails,1,1,0,1,0,0,2,1,-0.002332166,0.5592458248138428,0.5299668908119202,0.29672154784202576,0.31594014167785645,0.10547047853469849
337,Did you get hurt?,for real? that must've been embarrassing. Sorry to hear about that,0,1,0,0,1,0,6,4,-0.035297647,0.14061060547828674,0.5286821722984314,0.4256216287612915,0.585172176,0.3412066698074341
338,that is a long time ago.,well that's good and bad. hopefully the joke didn't carry on too long,0,1,0,0,0,0,8,1,-0.337573975,-0.343398482,0.4646054208278656,0.4433506429195404,0.6415274143218994,0.3562123775482178
339,What kind of music do you like?,I love me some Tupac. Real talk.,0,0,0,0,1,0,6,1,-0.179741174,-0.001907401,0.5182290077209473,0.4405897259712219,0.38340476155281067,0.5106158256530762
340,I miss my childhood too.,Me too. I always end up on the 90s hip hop station on Pandora.,0,0,1,1,0,0,0,0,-0.189819068,-0.152397484,0.5558839440345764,0.4597901999950409,0.4158564507961273,0.3055899739265442
341,I'm so sorry to hear that. I hope he is doing better now.,Sorry to hear that. Did someone do anything against the company selling the food?,1,1,0,0,0,1,4,4,-0.212482929,-0.039846256,0.5707747340202332,0.6399326920509338,0.28622516989707947,0.515600324
342,That's terrible. I hope he's okay.,Someone should have sued them.,1,0,0,0,0,0,2,5,-0.020890012,-0.089375943,0.5803253054618835,0.6255284547805786,0.3187309801578522,0.6689554452896118
343,That's great! I'm glad you're feeling better.,"Oh yes, at least, you will be in a position to help them in return",1,0,0,0,0,0,1,8,-0.106618121,0.088920459,0.5297632217407227,0.44593822956085205,0.16670531034469604,0.5463744401931763
344,"I agree, I hope you have a great time!",That is good. You have a good heart,1,1,0,0,0,0,2,1,0.3998621702194214,0.083520837,0.48968783020973206,0.463547021,0.29674971103668213,0.38599514961242676
345,Oh no! I hope you get it resolved soon!,"You must feel awful,  Why don't you come clean, maybe you will feel better.",1,1,0,0,0,0,3,5,0.038431652,0.4956490099430084,0.5378117561340332,0.5645989775657654,0.4018014371395111,0.42576858401298523
346,I hope so too.,Yes Jesus can save you if you ask him.  He always forgive.,0,1,0,0,0,0,2,0,-0.092839122,0.5438426733016968,0.5634323358535767,0.6292491555213928,0.3694368600845337,0.2609785795211792
347,That's so sad. I hope he didn't get hurt.,"He deserved that, I think.",1,0,0,0,0,0,1,8,-0.215740502,-0.08918497,0.5551076531410217,0.5114225149154663,0.3475784659385681,0.460286409
348,That's so mean! I would have been so scared!,"Wow, interesting.",0,0,1,0,0,0,1,1,-0.153879315,-0.054628789,0.4394562840461731,0.5319502353668213,0.2619640827178955,0.5005541443824768
349,"Wow, that's pretty cool. Did you tell her?","Wow, you must have felt jealous",1,0,0,0,1,0,6,1,0.10154631733894348,0.15761297941207886,0.5301344990730286,0.5107560157775879,0.431897908,0.4528466761112213
350,"Well, at least you got to see her again!","Hahahaa, its not easy though, I would have done same",0,0,0,1,0,0,8,1,0.15051379799842834,0.030768476,0.521689773,0.466109037,0.3567015826702118,0.5417673587799072
351,"Wow, that's really impressive. I bet he was really proud of himself.","When you have responsibilities that you really care about, you do what you have to. I commend him. ITs hard raising a family,",1,1,0,0,0,0,1,7,-0.111978382,0.49211379885673523,0.5126245021820068,0.4420776963233948,0.38815900683403015,0.5309971570968628
352,That's a lot of sick days! I'm glad he was able to raise a family.,Oh wow. Ive never heard of that many sick days.,0,0,0,0,0,0,8,8,0.37289750576019287,-0.187726766,0.46654319763183594,0.711273193,0.29692211747169495,0.6789335012435913
353,Wow. That's a long time. I hope he gets better.,cool.,1,0,0,0,0,0,2,1,-0.191926062,-0.105349422,0.5249075889587402,0.4183640480041504,0.42251041531562805,0.4732964336872101
354,Oh no! Did she say why?,Oh no how horrible,0,0,0,0,1,0,6,1,0.049773715,-0.092372447,0.5503233671188354,0.5032148361206055,0.47955504059791565,0.42501792311668396
355,That's terrible,oh no,1,0,0,0,0,0,1,6,0.015631787478923798,-0.169432461,0.5036752223968506,0.448929101,0.4466930329799652,0.42930886149406433
356,Oh no! I hope you didn't have to go through that!,I hate public schools ooo,1,0,0,1,0,0,8,0,0.012097649276256561,-0.104513735,0.5122681260108948,0.4254223704338074,0.32274261116981506,0.4269692897796631
357,I bet you were proud of yourself,But it's really cool atimes,1,0,0,0,0,0,1,1,0.18343403935432434,-0.026306242,0.4587674140930176,0.47185733914375305,0.4423868954181671,0.47554734349250793
358,"Oh wow, that's a long time ago. I bet you were proud of yourself.  I bet you were.  I bet you were.  I bet you were proud of yourself.","Thats cool, I did online school in high school",1,0,0,1,0,0,1,1,0.40272700786590576,0.040667515248060226,0.6576007008552551,0.5788368582725525,0.4004172086715698,0.6123262643814087
359,"That is a good thing, I hope you can get to do that again soon!",Well were pretty close in age,1,0,0,0,0,0,3,8,0.3420940935611725,-0.013192415,0.5696986317634583,0.4588867425918579,0.3996480405330658,0.5852224826812744
360,I'm so sorry to hear that. I'm so sorry to hear that.,"I remember him, he was going to be a great actor.",1,0,0,0,0,0,4,8,-0.280711859,-0.022930652,0.5639968514442444,0.5013406276702881,0.2552367150783539,0.44501549005508423
361,"Yeah, I'm sure he'll be a great actor. I hope he's able to make it through the rest of his career.",Yeah he might do a pretty good job as that character.,1,0,0,0,0,0,2,1,-0.196808606,0.028663248,0.536232054,0.516220212,0.3394668698310852,0.5243088603019714
362,What happened?,Adapting to life is always good to do.,0,0,0,0,1,0,6,8,-0.037414283,0.15181037783622742,0.5492891073226929,0.5978524088859558,0.5849945545196533,0.49616631865501404
363,That is so nice. I hope you have a great life.,Thats a great attitude to have. You should keep with that.,1,1,0,0,0,0,2,1,-0.138246566,0.055156842,0.5676149725914001,0.44487977027893066,0.2858356833457947,0.485021174
364,That's terrible.  I hope she gets caught.,How awful! how do you feel about it?,1,1,0,0,0,1,3,6,-0.004925221,0.11757366359233856,0.7023716568946838,0.42863941192626953,0.49733754992485046,0.2533624768257141
365,You should tell her that you are sorry and that you are sorry and that you are sorry. I hope you can find someone better.,"Yes I understand, it is really sad when you find that people you have known a long time can be very different from what you thought.",1,1,0,0,0,0,4,0,0.844313383,0.4086442291736603,0.5261064171791077,0.5960819125175476,0.37540769577026367,0.602115273
366,Did you get hurt?,Lols why didn't you do anything ,0,0,0,0,1,1,6,6,-0.035297647,0.072703078,0.5286821722984314,0.3305872678756714,0.585172176,0.4619210362434387
367,"Well, at least you were able to get away with it.  I'm glad you were able to get away with it.  I hope you were able to get away with it.  I hope you","Awww but it's still good that you didn't push him, Cox it might lead to something else ",1,1,0,0,0,0,3,8,-0.068296954,0.4524957835674286,0.6016209125518799,0.3020632266998291,0.43624410033226013,0.37880006432533264
368,I am happy for you!,Congratulations! I hope to get a house next year,1,1,0,0,0,0,1,7,0.033270024,0.071430519,0.4647413492202759,0.4678625762462616,0.26547467708587646,0.20055913925170898
369,You will do great!,I bet! Hard work pays off,1,0,0,0,0,0,1,2,0.119728684,0.02021867,0.4224708676338196,0.4759988784790039,0.32404011487960815,0.39602768421173096
370,Oh no! I hope she is okay!,"Things happen that are bad, I am sure it wasnt your fault.",1,1,0,0,0,0,3,8,-0.152160197,0.009945504,0.5053310990333557,0.5152381658554077,0.2936890721321106,0.801288366
371,I would have been too.,I am sure they forgave you in the end.,0,0,1,0,0,0,1,8,-0.10591273,0.1363639533519745,0.5145581960678101,0.55161345,0.47232526540756226,0.5881119966506958
372,I can't imagine how you feel. I used to love my old school.,"Music always seems to be better from the past, I understand all too well.",1,0,1,1,0,0,8,0,0.17648211121559143,-0.159938574,0.5035354495048523,0.6539282202720642,0.3378336429595947,0.582385778
373,That's true. I'm glad you have a good taste.,"I totally agree, new music is not as good.",1,0,0,0,0,0,0,0,0.24388763308525085,-0.167566076,0.573033333,0.5488370656967163,0.4453456401824951,0.5253533124923706
374,What game is it?,I get paid today as well! What game are you thinking about getting?,0,0,0,0,1,1,6,6,-0.059743434,-0.028806813,0.6232890486717224,0.5581454634666443,0.6042690277099609,0.34635257720947266
375,I have never played it.,"Didn't that game come out a few months ago? I got it shortly after I released and I wasn't very impressed. It wasn't a bad game, but it certainly was not the best game.",0,0,0,1,0,1,8,6,-0.216887921,-0.539451361,0.5651679039001465,0.7146480679512024,0.6115719079971313,0.5065245032310486
376,"Wow, that's awesome! What kind of work did you do?",Congratulations. That sounds like the fast track.,1,1,0,0,1,0,6,7,0.2152036428451538,-0.079694986,0.525119424,0.4968487024307251,0.39663782715797424,0.5648198127746582
377,You must be very proud of yourself.,Cool. Maybe next year you will be a partner!,1,1,0,0,0,0,1,5,0.048881866,0.8481137752532959,0.5501938462257385,0.40781646966934204,0.5444157123565674,0.21472012996673584
378,That's a good idea. I hope you get the promotion!,I hope you get it,1,1,0,0,0,0,2,2,0.10318580269813538,0.10798095166683197,0.5508677363395691,0.5704488158226013,0.35982343554496765,0.4644216001033783
379,That's terrible.  What kind of license did you apply for?,I am so sorry to hear that! Is there a particular section you are having trouble with?,0,1,0,0,1,1,6,4,0.011331021785736084,-0.030901656,0.6418982148170471,0.4796498417854309,0.5589886903762817,0.33481889963150024
380,I am sorry to hear that. I hope you get the license!,Ah! That's quite understandable. It is tricky at first and non-intuitive. I practiced driving in reverse with cones in an abandoned lot. ,1,1,0,1,0,0,4,1,-0.179102838,-0.132079631,0.5275188684463501,0.4524759352207184,0.4482611119747162,0.5473728179931641
381,I am sure you will do great!,"I know it's hard, but practice makes perfect! Keep trying and I am sure you will get it!",1,1,0,0,0,0,2,8,0.11005893349647522,0.46592411398887634,0.4607859253883362,0.34648099541664124,0.2787603735923767,0.24607083201408386
382,I know what you mean. I'm in a similar situation. I'm in a similar situation. I'm in a similar situation. I'm in a similar situation. I'm in a,Why what is the matter?,1,0,1,0,0,1,0,6,-0.070715055,-0.05735907,0.4360147714614868,0.5686401724815369,0.3535897433757782,0.6426839828491211
383,That's great! I'm glad you're still here!,Hmmm! That is just annoying being an alcoholic. I purely understand your situation as I have gone through it. Well! life goes on.,1,1,0,1,0,0,1,0,0.070442647,0.3382045030593872,0.5211957097053528,0.3358275592327118,0.1901681125164032,0.32310187816619873
384,You must be so proud of yourself!,that is great..congrats....,1,1,0,0,0,0,1,7,0.080236703,1.2144984006881714,0.4797525405883789,0.38781192898750305,0.2653283178806305,0.253002405
385,I would have been so scared!,Thats creepy honestly,0,0,1,0,0,0,1,1,0.029970881,0.003494769,0.42881467938423157,0.6347463726997375,0.25576120615005493,0.5573223829269409
386,It is so scary,Yeah whispering in someones ear is weird,0,0,1,0,0,0,1,1,-0.142591506,0.014580704271793365,0.4748495817184448,0.5053337216377258,0.34834522008895874,0.40585583448410034
387,That's great! I hope he does too!,Nice! What job is going for,1,0,0,0,0,1,2,1,-0.07003665,0.03993962,0.5005465745925903,0.5203025937080383,0.21569979190826416,0.45772841572761536
388,That's awesome! I hope he gets it!,"Cool.  Hope he gets it, I hear they pay pretty well",1,1,0,0,0,0,2,1,-0.082282647,0.040625453,0.5042402148246765,0.6568354964256287,0.277946413,0.5835583209991455
389,That's terrible. Did you have to go out and do anything?,Just you. No security?,1,0,0,0,1,1,6,6,-0.033596337,-0.012606539,0.581929624,0.6042278409004211,0.5626096725463867,0.6929259300231934
390,Did you get in trouble?,I would be too. ,0,0,0,1,1,0,6,1,-0.045361817,0.3727363348007202,0.5794429183006287,0.3810448944568634,0.6176984310150146,0.3916231691837311
391,Congrats! That's awesome!,"That's nice, how long did it take you?",1,1,0,0,0,1,1,6,-0.050969332,-0.020844311,0.47704750299453735,0.5708417296409607,0.22025053203105927,0.5357111692428589
392,"That's great, I hope you get it!","Fantastic, now do you have a job lined up?",1,0,0,0,0,1,2,6,0.20120367407798767,0.062725328,0.5491528511047363,0.5693568587303162,0.385500431,0.49166736006736755
393,"No, I have not.",I've been in a fender bender not a total wreck.,0,0,1,1,0,0,0,8,-0.050697535,-0.303451747,0.5824230909347534,0.5733718276023865,0.5983885526657104,0.6600843667984009
394,"Wow, that's terrible. I hope you're okay.  I hope you're okay.  I hope you're okay.  I hope you're okay.  I hope you're okay.","Man, how was your insurance policy for that?",1,0,0,0,0,1,3,6,0.041600186,-0.03529793,0.733282745,0.5462868809700012,0.2581981122493744,0.606377363
395,"Yes, I have. It was a lot of fun.","Yes, Several times in my life. Mostly me and my older brother when we were younger.",0,0,1,1,0,0,8,8,0.10109157115221024,-0.212233037,0.5149854421615601,0.6088325381278992,0.3975870907306671,0.42390361428260803
396,I bet it was. I hope you didn't get hurt.,What started the fist fight in the first place?,1,0,0,0,0,1,1,6,-0.026450604,0.13669216632843018,0.5601254105567932,0.5968648791313171,0.47780564427375793,0.6113079786300659
397,"I have not, but I have heard of it.",I haven't heard of it,0,0,0,0,0,0,8,8,-0.104825273,-0.20080778,0.6249680519104004,0.5580212473869324,0.613172174,0.5239343643188477
398,I love that game!,Everything old makes a come back!,0,0,0,0,0,0,1,8,-0.170642167,0.088950023,0.5586147308349609,0.46471354365348816,0.40758153796195984,0.4319944381713867
399,"No, I have not.",One of my favorite places to eat. I love the swirled ice cream cones.,0,0,1,1,0,0,0,8,-0.050697535,-0.089909837,0.5824230909347534,0.4947067201137543,0.5983885526657104,0.2936896085739136
400,I'm sorry to hear that. I hope you enjoy it!,Over priced food is no fun. I like dollar menus.,1,0,0,1,0,0,4,1,-0.087905109,-0.031268165,0.5479979515075684,0.5546022653579712,0.2709500789642334,0.5348304510116577
401,"Yes, I have had one. It was scary.",Yep! Not really that fun to have since you see things at times.,0,0,1,0,0,0,8,1,-0.25578326,-0.246727794,0.5192347168922424,0.5172742009162903,0.45074862241744995,0.4558998942375183
402,That's scary! I hope you can find a way to get it out of your system!,Man that is scary! Granted i like to hear things about that. ,1,1,0,0,0,0,3,1,0.006815515,0.7015900611877441,0.495510459,0.25310829281806946,0.3148759603500366,0.3079601526260376
403,Yes I have. It was fun.,"Yes when I was young I did all the time, but I think after I turned 18 I got this weird fear of being so high up in the air. What about you?",0,0,1,1,0,1,0,6,0.12266436964273453,-0.117656469,0.468461812,0.5407139658927917,0.4278542697429657,0.3731316030025482
404,"Oh wow, that's pretty cool. I'm glad you got to ride one! I'm glad you got to ride one! I'm sure you'll be able to ride one again soon! I'm sure",Wow thats really cool! You must be happy to know about that stuff its interesting!,1,1,0,0,0,0,1,1,-0.103411019,0.06515184,0.5217906832695007,0.5642039179801941,0.2128942906856537,0.4585573971271515
405,Oh no! I hope you guys can work it out.,What a creep. I hope that you told on him.,1,1,0,0,0,0,3,3,0.7718147039413452,-0.059638679,0.4752174913883209,0.5062049031257629,0.2708733081817627,0.5025501847267151
406,You should tell him that you were sorry.,Some people are like that. Did you tell your husband?,1,0,0,1,0,1,4,6,0.20144760608673096,0.890297532,0.5151358246803284,0.5094733238220215,0.5508402585983276,0.5069420337677002
407,That's great!  Where are you going?,Where are you headed?,1,0,0,0,1,1,6,6,0.386454314,0.05809569,0.46702688932418823,0.4897979199886322,0.3729398846626282,0.48167848587036133
408,That's a great place to go.,"Great, I hope you have a nice trip. How long will you be staying?",1,1,0,0,0,1,1,2,-0.01305075,0.3059493899345398,0.5328912138938904,0.5495444536209106,0.514725924,0.40707817673683167
409,"Wow, that's awesome! I hope she gets a new job soon!",That's great! It was meant to happen then,1,1,0,0,0,0,2,1,-0.077666193,-0.065925181,0.5601823329925537,0.4652564525604248,0.2296680212020874,0.3378831148147583
410,It is always good to have a good relationship with someone.,I would have been too. I've never been fired. I always quit,1,0,0,1,0,0,8,1,0.4645129442214966,-0.111265898,0.5605929493904114,0.48197028040885925,0.5241472721099854,0.48957309126853943
411,That's sad. I hope she gets another job soon.,I remember taking Home Ec. I loved that class,1,0,0,1,0,0,2,8,-0.121751592,-0.178145453,0.6242629289627075,0.4791610836982727,0.4034442603588104,0.29769039154052734
412,Oh wow! That's awesome! What kind of puppy is it?,"Oh wow, puppies are nice.  What kind of puppy did you get?",0,0,0,0,1,1,6,6,-0.189370692,-0.355179101,0.5151998400688171,0.5729837417602539,0.3498048782348633,0.46835997700691223
413,I love German Shepherds!  I have a German Shepherd and she is the best dog ever!,"Thats a nice breed of dog.  I just went on a camping trip with a relative who has one, they are very loyal and smart of course.  Was he/she your first pet?",0,0,1,1,0,1,8,1,-0.249303609,-0.400005907,0.23348553478717804,0.7522066235542297,0.17235958576202393,0.4634201228618622
414,Oh no! I hope you didn't get hurt!,that's good! you should be proud of yourself,1,1,0,0,0,0,8,1,-0.088095635,0.30774590373039246,0.4813045263290405,0.3606169521808624,0.35157501697540283,0.1282302886247635
415,that's great! you should be proud of yourself!,that's great! i hate when people cheat,1,1,0,0,0,0,1,1,0.46964389085769653,0.03908398,0.32839369773864746,0.34440115094184875,0.10483807325363159,0.19221650063991547
416,Did you have a good time?,"Actually that has happened to me, during Thanksgiving",0,0,0,1,1,0,6,8,0.14454348385334015,0.015156895,0.4894939064979553,0.4751196503639221,0.48528599739074707,0.435331255
417,I hate when that happens,"Im from NC mountains, it can be tricking driving when the snow is latying fast",0,0,1,0,0,0,0,1,-0.150040835,-0.087263361,0.5451700687408447,0.6270390152931213,0.4441828429698944,0.7248960733413696
418,That is so scary!  I hope you are ok!,"That is a smart idea. Sometimes I would have no choice, but to keep going, bacsue of having to drive to work.No matter what the weather is.",1,0,0,1,0,0,2,1,-0.181895167,-0.092179254,0.4585418105125427,0.344051719,0.21196117997169495,0.5548676252365112
419,That's terrible. I'm sorry to hear that.,I understand your pain. My parents are also separated.,1,1,0,1,0,0,4,0,-0.252346426,-0.140545875,0.5895594358444214,0.5446003079414368,0.3518597483634949,0.4412776529788971
420,It is. I am glad you are able to find peace.,It just makes you mature faster. Just look at it like blessing in disguise.,1,0,0,0,0,0,3,8,-0.206329018,0.063820496,0.5472043752670288,0.5362177491188049,0.42553067207336426,0.5760890245437622
421,Oh no! Did you have to go back and get it fixed?,That sucks.   Did you end up coming up with an alternate plan?,0,1,0,0,1,1,6,6,-0.136312813,0.16474226117134094,0.5675598978996277,0.3322867453098297,0.5192186832427979,0.5078815221786499
422,Well that's good.  I hope you guys had a good time.  I hope you guys had a good time together.,That's good to hear.  How was the beach?,1,1,0,0,0,1,2,6,0.4237014055252075,0.22311298549175262,0.5869538187980652,0.6048699021339417,0.4634060561656952,0.518133283
423,What kind of party was it?,That would take away from her time with you. Was it for you?,0,0,0,0,1,1,6,6,0.093163192,0.4768008291721344,0.49351125955581665,0.5506636500358582,0.5825091004371643,0.46949347853660583
424,I bet you were so happy!,That would be a really nice surprise then!,1,0,0,0,0,0,1,1,0.28297629952430725,0.12004729360342026,0.4701401889324188,0.4805794954299927,0.2393220067024231,0.31869715452194214
425,Did you get caught?,why'd you steal it ,0,0,0,0,1,1,6,6,-0.029265836,-0.141195476,0.5181421637535095,0.23267404735088348,0.6159402132034302,0.3787190020084381
426,that's good,oh yea what kind of shirt was it ,1,0,0,0,0,1,1,8,0.001004383,-0.029110909,0.43762853741645813,0.3420325219631195,0.4427006244659424,0.21648654341697693
427,I'm sorry to hear that. I hope you can find someone to hang out with.,What did you do to pass the time?,1,0,0,0,0,1,4,6,0.6529026031494141,-0.084206417,0.5558275580406189,0.567011297,0.34274810552597046,0.5652741193771362
428,Sounds like a good time.,I love video games.,1,0,0,1,0,0,1,8,0.09063182,-0.35461387,0.5443368554115295,0.6388266086578369,0.5282080173492432,0.5570416450500488
429,Oh no!  I hope you can find a new one soon!,"That sucks, why didn't you find a new apartment?",1,0,0,0,0,1,3,6,-0.191908926,-0.046182498,0.5197827816009521,0.5487893223762512,0.45124104619026184,0.5971884727478027
430,"That's too bad, I hope you find a new place soon.",Maybe you should leave Florida.,1,0,0,0,0,0,3,5,0.22981935739517212,-0.024530888,0.6142926812171936,0.5460812449455261,0.5752044320106506,0.609510601
431,Oh wow! That's awesome! What kind of things did she make?,"Oh thats nice, what was she able to get for you?",0,1,0,0,1,1,6,6,-0.092317507,0.2266865074634552,0.4976844787597656,0.6878177523612976,0.3472798764705658,0.5776577591896057
432,"That is great, I hope you enjoy it!",thats awesome of her to be able to get you something you really wanted,1,1,0,0,0,0,2,1,0.047195949,0.18214857578277588,0.5526304841041565,0.5017436146736145,0.4210365116596222,0.24861861765384674
433,That sounds like a lot of fun!,"Omg, I have seen one of those!",1,0,0,1,0,0,1,8,0.061770774,-0.065940842,0.4840341806411743,0.4538993537425995,0.3041093945503235,0.26166507601737976
434,That's terrifying! I hope you didn't die!,I believe that!,1,0,0,0,0,0,1,0,-0.182862759,0.065886229,0.51925236,0.4266631603240967,0.3254939913749695,0.3001977205276489
435,What did you do?,What did you do?,0,0,0,0,1,1,6,6,-0.043326646,-0.043326646,0.5326240062713623,0.5326240062713623,0.5758318305015564,0.5758318305015564
