Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,big5_p,mbti_intro_pearson,intro_p,mbti_t_pearson,t_p,,,,,,
1090,I think that's the way to do it. ,"Yes, work is better with friends.",0,0,0,0,0,0,5,0,0.5027943253517151,0.22560793161392212,0.47749125957489014,0.6396854519844055,0.44358447194099426,0.6651405096054077
1091,I agree. I work at a Dairy Queen and it's always busy.,Really? I'm surprised the only restaurant in town wasn't busy.,0,0,1,0,0,0,0,6,-0.088210225,-0.140677407,0.5005708336830139,0.5972691178321838,0.24358078837394714,0.49263668060302734
1092,That is very true. It is nice to have people around to help each other out.,Did you see that happen today?,1,0,0,0,0,1,1,6,0.1541290283203125,-0.139795274,0.5550065636634827,0.5250857472419739,0.40341630578041077,0.5229438543319702
1093,"Wow, that's really cool!",That's pretty cool.  What a nice person.,1,1,0,0,0,0,1,1,-0.086317495,0.023198947310447693,0.5092414021492004,0.5833223462104797,0.3270902633666992,0.4398564398288727
1094,Oh yeah I hate when that happens!,Whoa!  What were you driving that had no brakes?,0,0,1,0,0,1,0,6,-0.050781488,0.037815012,0.4161114990711212,0.5594474673271179,0.3012617528438568,0.6833493709564209
1095,Oh no!  That is so scary!  Did you have to stop?,That sounds quite scary!  Did everything turn out OK?,0,1,0,0,1,1,6,6,-0.116564959,0.305001825,0.47948557138442993,0.5086961388587952,0.41291213035583496,0.4303211569786072
1096,You should go and buy a new towel,Haha!  Awkward.  What did you do?  Did you hurry up and get out of there?,0,0,0,0,0,1,5,6,0.038083423,0.5636839866638184,0.48346054553985596,0.5278524160385132,0.4155143201351166,0.5293327569961548
1097,"Well, at least you're honest about it.  You should be able to get a good laugh out of it.",Same here.  I would rather just leave the situation.,0,0,0,1,0,0,1,0,0.43084022402763367,0.10182160139083862,0.6624026894569397,0.6701208353042603,0.5857436656951904,0.5073487758636475
1098,Congratulations! I'm sure you did great!,That's great.,1,1,0,0,0,0,7,1,0.1669338047504425,-0.095801786,0.49240174889564514,0.5254188776016235,0.23443518579006195,0.4702127277851105
1099,That's great. I hope you are proud of yourself.,Congrats. I want a promotion at my job.,1,1,0,1,0,0,2,7,0.080570355,0.064459264,0.5595244765281677,0.57519716,0.42196980118751526,0.4515284
1100,Just a couple of months.  I'm a supervisor at a small city in the midwest.,three years.,0,0,1,1,0,0,8,8,0.396968812,-0.222873241,0.7897323369979858,0.4398142397403717,0.7407273054122925,0.6181331872940063
1101,I've been there before. I had to leave the office early to go to the store.,I think I'm just going to move on.,0,0,1,0,0,0,8,5,-0.336673915,-0.167868525,0.6505786776542664,0.5222739577293396,0.5599130392074585,0.37859833240509033
1102,Oh no! That's terrible. What did you do?,Oh wow! What are you going to buy with all that sweet loot? Firecrackers?,1,0,0,0,1,0,6,6,-0.159376562,-0.025069192,0.5543521642684937,0.5697263479232788,0.4788326323032379,0.37988847494125366
1103,That is not a good thing. I hope you can save up some cash.,That sound like a wise decision. I think I would just get a blow up doll instead.,1,0,0,0,0,0,3,1,-0.07173501,-0.285114825,0.6004626750946045,0.5776212215423584,0.5980793237686157,0.46330925822257996
1104,That's great! What was your district's rank?,Cool. Does that get a bonus?,0,0,0,0,1,1,6,6,-0.283198386,0.025389641523361206,0.45836085081100464,0.5521316528320312,0.44767215847969055,0.5488502979278564
1105,That's great. I hope it wasn't too expensive!,That's awesome. ,1,1,0,0,0,0,1,1,-0.039013892,0.007900134,0.5468591451644897,0.38246971368789673,0.313088596,0.4026794135570526
1106,I hope you get a promotion soon!,Well now you know you're pretty great at your job.,1,0,0,0,0,0,2,1,0.072682649,0.058293853,0.5594491362571716,0.5455831289291382,0.3653523921966553,0.5963971614837646
1107,Oh no! Did you get him a new one?,Was he upset?,0,0,0,0,1,1,6,6,-0.069822192,-0.021066353,0.5533058643341064,0.5340569019317627,0.47699084877967834,0.535259485
1108,That's terrible! I hope he's able to find it!,I hate when that happens. ,1,0,0,1,0,0,3,0,-0.097125858,0.24243177473545074,0.5535014867782593,0.47537800669670105,0.34932246804237366,0.4282996356487274
1109,I hope he is still your son!,I hate ggrocery shopping period. Too many decisions,1,0,0,1,0,0,2,0,0.1174338310956955,-0.127578586,0.5074777603149414,0.4533456861972809,0.31255847215652466,0.4420492649078369
1110,Yeah I can see why that would be hard.  I do that all the time too.,You are so right.,1,1,1,0,0,0,0,0,0.5408821105957031,0.094576642,0.4947851896286011,0.4178941249847412,0.36957216262817383,0.3577512502670288
1111,"Oh no, did he get anything?",Did you go back?,0,0,0,0,1,1,6,6,-0.074523568,0.041263986,0.578829825,0.517052412,0.553194523,0.5485190153121948
1112,That is awesome!  I bet he loves that.  I bet he is super excited!,Maybe you should let him get a couple of things to make up for it.,1,0,0,0,0,0,2,5,0.036308400332927704,0.25778716802597046,0.36180827021598816,0.5926473140716553,0.3091622591018677,0.5700915455818176
1113,That's a good idea! ,Or you can get a variety pack!,1,0,0,0,0,0,1,5,0.2086831033229828,0.080917135,0.265939325,0.47029703855514526,0.3643030822277069,0.30042675137519836
1114,Oh that's good. Did you call her?,That's nice. I could get that here.,1,1,0,0,1,0,6,1,0.25459641218185425,0.025564238,0.5024080276489258,0.5498954057693481,0.43210846185684204,0.4386979639530182
1115,"Well, I hope you can get it there soon.",Well now you know.,1,0,0,0,0,0,2,0,0.042248375713825226,-0.076508626,0.5799959897994995,0.4979815185070038,0.47744542360305786,0.565582275
1116,That's great! What was the presentation about?,Noice!  What was it about?,1,0,0,0,1,1,6,6,0.22876697778701782,0.3426685631275177,0.49227115511894226,0.5793376564979553,0.4028398394584656,0.5674748420715332
1117,Oh that's really cool!  I hope you get to talk to him about it!,"Very cool, are you a scientist?",1,0,0,0,0,1,1,6,0.170406312,0.1644628793001175,0.369536817,0.4920196533203125,0.29624369740486145,0.6585472822189331
1118,"Oh no, that's terrible. What happened?",Oh no! That's awful.  Or maybe a good thing if he wasn't good for you.  How are you feeling?,1,1,0,0,1,1,6,5,-0.084614217,0.24797125160694122,0.5645824670791626,0.5653902888298035,0.49155351519584656,0.321184367
1119,"Well, you should make it up to him!  Hopefully you can find someone to hang with.",I bet.  It can be brutal with the change and not having someone but you have to trust yourself that you are doing the right thing.  Its a good time to grieve your time together and then move on and find yourself again.,1,1,0,0,0,0,3,2,0.5420743227005005,0.7566688060760498,0.4639360010623932,0.5728446841239929,0.2785131335258484,0.1944035291671753
1120,That's great! Congrats!,Congratulations!  That is amazing!  You must be a hard worker.  What do you do?,1,1,0,0,0,1,1,7,-0.0538304,0.18376871943473816,0.46999144554138184,0.4729505181312561,0.2263806313276291,0.40862151980400085
1121,That is awesome.  I am sure you are very proud of yourself!  Good luck with your new job!,That's an important job though!  You're keeping things running smoothly for that business to thrive.  I'm so happy for you.  Money is tight for me so when I hear someone getting a bonus...it just makes me so happy for them to get that added chunk of money!,1,1,0,1,0,0,7,1,-0.075517535,0.3735145628452301,0.4459395110607147,0.48562803864479065,0.3048833906650543,0.12452013045549393
1122,That's awesome! I wish I had a baby girl!,"I wish I could relate. I'm a male, so I'll never know the pain and/or the reward that comes with growing a human being inside your body. It's such an impressive thing to go through, and no matter what, mothers will never get enough credit. You deserve serious props. What ages are they now?",1,1,0,1,0,1,1,1,0.5871484279632568,0.8302607536315918,0.4845680892467499,0.5994558334350586,0.20074310898780823,0.2221653014421463
1123,I know right? It is so wonderful when you have someone you love who is just like you.,"Yeah, I'll consider it. That's a nice thought. My brothers have had 5 kids between them, so I have plenty of nieces and nephews to deal with in the meantime, and they've given me lots of practice, but I'm grateful for that. 15 and 19, that's awesome. You're almost all the way through getting both of them to a stage where your job becomes a little easier.",1,1,0,1,0,0,6,1,0.820183516,0.811369777,0.43099677562713623,0.6345309615135193,0.23305946588516235,0.3417530655860901
1124,Do you know what kind of bills you are getting?,It what?  Its way higher?  If that's what you meant to finish with then I totally feel you.  Especially during the summer with the air conditioning running so much.  ,0,1,0,1,1,0,6,6,0.048528768,0.5817680358886719,0.5878269672393799,0.065746143,0.5896961688995361,0.34421980381011963
1125,"Oh no, I am so sorry!  That's a tough situation.  I hope you get to enjoy it! ",It is ridiculous.  I found out how they measure power that people use in their houses and it doesn't even sound fair to me.  It averages things because it can't specifically tell. ,1,0,0,1,0,0,4,8,0.17723912000656128,-0.26802665,0.29902368783950806,0.5315740704536438,0.20215967297554016,0.6252239942550659
1126,That's great. What are you going to do?,"Wow, school is right around the corner",1,0,0,0,1,0,6,1,0.035793107002973557,-0.042773634,0.531675398,0.5323398113250732,0.4450591504573822,0.46115604043006897
1127,That is awesome. I am sure you will have a great time!,Well that should relieve some stress,1,0,0,0,0,0,1,3,0.22705517709255219,-0.007951371,0.4993727505207062,0.5074291229248047,0.27852246165275574,0.49668511748313904
1128,That's rough. What happened?,"Everyone has those kinds of days, it happens",1,0,0,1,1,0,6,0,0.11750457435846329,0.2542715072631836,0.5331810116767883,0.5275702476501465,0.5339560508728027,0.44533929228782654
1129,That's awful!  I hope you can get back on track,I am sure they have forgotten about it,1,0,0,0,0,0,3,8,0.27515435218811035,-0.116056055,0.429492325,0.5272455215454102,0.34895968437194824,0.49651893973350525
1130,Oh no! Why didn't you want something?,Why not? What was wrong?,0,0,0,0,1,1,6,6,0.082851969,0.017535284161567688,0.5596248507499695,0.5898663401603699,0.5166788101196289,0.6679707765579224
1131,Did you study for it?,Aww I'm sorry. That's a bummer.,0,1,0,0,1,0,6,4,-0.049993202,0.024061664938926697,0.5294974446296692,0.4304371774196625,0.5671784281730652,0.2537000775337219
1132,I'm glad you were able to be there for it.,It sounds very motivational.,1,0,0,0,0,0,8,1,-0.015612498,0.003391214,0.5627228617668152,0.5204162001609802,0.4257974326610565,0.5116456747055054
1133,I think he was a pretty good speaker.,He must be a great speaker.,0,0,0,0,0,0,8,1,-0.032626502,0.20570313930511475,0.5069856643676758,0.5438170433044434,0.4800092279911041,0.5816168785095215
1134,That is hard. I hope you will be able to save some money soon.,What are you saving for?,1,0,0,0,0,1,3,6,-0.138915509,0.009408869,0.619994044,0.538494885,0.5363367795944214,0.5378228425979614
1135,Oh wow! I hope you save up enough to get the baby!,I am sure everything will be fine. Do not stress.,1,1,0,0,0,0,2,3,0.9381042718887329,0.155727357,0.5288202166557312,0.5630246996879578,0.23364587128162384,0.4962562024593353
1136,I hate to hear that! I hope you did well on the exam.,I hope you did well on it.,1,1,0,0,0,0,1,2,-0.100620359,0.043597218,0.5011432766914368,0.5746333003044128,0.32861828804016113,0.4902696907520294
1137,I hope you did well!,Just hope for the best and don't worry.,1,1,0,0,0,0,1,3,0.040653598,-0.045841716,0.5497857928276062,0.5864922404289246,0.222731814,0.49892690777778625
1138,That's great. I'm glad you got it!,That's great!  I'm happy for you.,1,1,0,0,0,0,1,1,-0.003987201,0.064939991,0.5275551676750183,0.5080480575561523,0.2874610424041748,0.31647971272468567
1139,That's the spirit!  You should be proud of yourself!,What are those things?,1,0,0,0,0,1,1,6,0.41228994727134705,-0.03260842,0.39019960165023804,0.5453134179115295,0.2621922791004181,0.6117644309997559
1140,That's so awesome! I bet you were so happy!,That sounds so exciting! Congratulations!,1,1,0,0,0,0,1,7,-0.006538272,0.01793772,0.46975114941596985,0.5002126097679138,0.1785081923007965,0.19209568202495575
1141,I'm sure it is. I love going to the restaurant and having fun.,It sounds like you live in a great community.,0,1,1,0,0,0,8,1,0.16305950284004211,0.20715761184692383,0.4965038001537323,0.5144073963165283,0.31692373752593994,0.48720186948776245
1142,Do you enjoy being able to do a lot of things?,I understand that. I am the same way.,0,0,0,1,1,0,6,0,-0.034424044,0.025473184883594513,0.6228295564651489,0.4849839508533478,0.6112779378890991,0.38916364312171936
1143,I'm the same way. I like to go out and do what I want to do.,I cannot function if I eat anything other than my usual breakfast.,0,0,1,1,0,0,0,8,-0.083047882,-0.378750056,0.5022334456443787,0.6623445153236389,0.4020383358001709,0.6072438955307007
1144,That's horrible. I hope it's not too serious.,wow. When that happened?,1,0,0,0,0,1,2,6,-0.073569596,-0.093758881,0.6013969779014587,0.5159983038902283,0.42667269706726074,0.42423614859580994
1145,Oh wow. I am so sorry. I hope everything works out for you.,Sorry to hear that. I hope your insurer will call you back soon.,1,1,0,0,0,0,4,4,0.20365187525749207,-0.109272152,0.5136681795120239,0.5885997414588928,0.2548183798789978,0.6175075769424438
1146,I am sure he would have been terrified of you.,It is unacceptable. I hope he did not get cold as a result of this,0,0,0,0,0,0,1,8,-0.123072624,-0.129326001,0.5334136486053467,0.5472593307495117,0.5544239282608032,0.5136502981185913
1147,Maybe he was just a bit drunk and that was it?,That is pretty sad and heart-breaking to see kids in such situations,0,1,0,0,0,0,5,1,0.038789228,-0.092904836,0.550436795,0.568341076,0.44397813081741333,0.3757665157318115
1148,That's great! Did she say anything about it?,Do you have plans to get together? ,1,0,0,0,1,1,6,6,0.033846796,0.49142885208129883,0.5061096549034119,0.4196121394634247,0.36689287424087524,0.4871242642402649
1149,That is awesome!  What kind of book was it?,How nice of her. You must have been so happy to see her.,1,1,0,0,1,0,6,1,0.1933160126209259,-0.122256771,0.4758930802345276,0.5388445854187012,0.44437268376350403,0.385323703
1150,I know what you mean. I have a job where I pay my bills.,"There are usually many ways, but it depends on what you want to do!",1,0,1,0,0,0,0,8,-0.117798105,0.35871753096580505,0.5741368532180786,0.4374515414237976,0.5041216611862183,0.3735106587409973
1151,"I understand that, but you could always use a free day.","Well, we all want to work from home but it takes a lot of work and sweat to make that a reality for most of us",1,0,0,0,0,0,0,8,-0.105056509,0.1565205603837967,0.6245419383049011,0.40526053309440613,0.5890618562698364,0.40368643403053284
1152,Congratulations! I'm sure you are excited.  What are you excited about?,That is so exciting.  what have you done to prepare,1,1,0,0,1,1,7,6,0.19310683012008667,0.12394680827856064,0.5169551968574524,0.44195061922073364,0.3403085172176361,0.4157119691371918
1153,I understand.  I have a little girl myself.  It is a little weird to have a baby but you can't go wrong with a doll.  I am sure it will be great.,"the buggy is important,  I have a baby boy of my own.",1,0,1,1,0,0,0,8,-0.278838128,-0.440536529,0.5470733642578125,0.4298277497291565,0.22222226858139038,0.4792449474334717
1154,What is the baby essentials,Do you have a baby one the way?,0,0,0,0,1,1,6,6,0.1619585007429123,0.5553613901138306,0.473685086,0.4692298471927643,0.4560137689113617,0.45710280537605286
1155,"That's great, hope everything works out for you!",do you make enough money to support the baby?,1,0,0,0,0,1,1,6,0.6111540794372559,-0.005093083,0.5351852774620056,0.37800830602645874,0.2554566562175751,0.46535831689834595
1156,"I'm sorry, what did she do?",oof that is rough.,1,0,0,0,1,0,4,1,0.037428968,-0.197602987,0.560778797,0.41825467348098755,0.5187263488769531,0.516349196
1157,you can't tell me how you did it,those foids deserve it.,0,0,0,0,0,0,8,0,-0.110294923,-0.096587673,0.3951190114021301,0.38687604665756226,0.5060766935348511,0.7001041173934937
1158,Did you try to confront her?,"Yes, you only hurt yourself when you get angry.",0,0,0,0,1,0,6,0,0.031305224,-0.010078631,0.5406340956687927,0.5999677777290344,0.5227391719818115,0.6307245492935181
1159,You should always tell her you are sorry.,"Give it some time, maybe she'll change her mind.",1,0,0,0,0,0,4,5,0.24053746461868286,0.24420467019081116,0.48018959164619446,0.568891704,0.49360141158103943,0.5466557741165161
1160,That is so exciting!  I bet she loves it!,thats so sweet of you,1,1,0,0,0,0,2,1,-0.319672912,0.3537319302558899,0.3561997413635254,0.4852697551250458,0.2431258112192154,0.12787318229675293
1161,wow thats amazing,oh yea i can imagine glad shes fine,1,1,0,0,0,0,1,1,-0.147337645,-0.025655501,0.5738359093666077,0.49243447184562683,0.387035608,0.22244642674922943
1162,That's awesome! I bet you did a lot of hard work to get there.,Wow. Do you expect to win?,1,0,0,0,0,1,1,6,0.18586480617523193,0.012266337871551514,0.4963243007659912,0.509778619,0.36273571848869324,0.5739388465881348
1163,That's awesome. I hope you do well in the rest of the year.,That is nice. Good luck.,1,1,0,0,0,0,2,7,0.039662201,-0.059139669,0.5841638445854187,0.5512150526046753,0.3433455228805542,0.4970981478691101
1164,I do too. I used to play those back in the day with my brother when I was little.,"Nice, me too, are you playing Nintendo games?",0,0,1,0,0,1,0,6,-0.239059061,0.14587415754795074,0.5386695861816406,0.6013587117195129,0.3864371180534363,0.41811463236808777
1165,"Nice, I love the NES, I have a PS2, and I love the Gameboy Advance.","I remember these game well, like Contra and Battle Toads. ",0,0,1,1,0,0,1,8,-0.167569935,-0.064453602,0.601897657,0.6040980219841003,0.46980854868888855,0.47643086314201355
1166,What happened?,Was it your first time riding on one? Is there something in particular that makes you afraid?,0,0,0,0,1,1,6,6,-0.037414283,-0.082998037,0.5492891073226929,0.6563665270805359,0.5849945545196533,0.5385539531707764
1167,"Well, I hope you didn't get sick.",Was it your only choice to get where you were going?,1,0,0,0,0,1,1,6,0.087214872,0.055640925,0.601069987,0.5497338771820068,0.5136009454727173,0.6026351451873779
1168,Nice!  What kind of car?,"Great, what make are getting?",0,0,0,0,1,1,6,6,0.2592083811759949,0.12591929733753204,0.5295753479003906,0.5316001772880554,0.5473013520240784,0.605959415
1169,Toyota is pretty nice. ,"Toyota is reliable, are getting an SUV?",0,0,0,0,0,1,1,6,-0.129509062,-0.009082347,0.4946402907371521,0.5808073282241821,0.5467772483825684,0.6260058283805847
1170,That's a classic! I love fight club!,Interesting choice. Did she like it?,0,0,0,0,0,1,1,6,0.6322042942047119,-0.046995059,0.3891119658946991,0.5378701090812683,0.3317359685897827,0.5143922567367554
1171,How old is she?,That's good to have something in common. Make the memories.,0,1,0,0,1,0,6,1,-0.035109453,0.6351748704910278,0.5607014298439026,0.5628799796104431,0.5951875448226929,0.47123536467552185
1172,Why are you not happy?,So what is the problem exactly?,0,0,0,0,1,1,6,6,0.077147409,-0.075995639,0.5461423993110657,0.5520971417427063,0.6067936420440674,0.6719869375228882
1173,I'm sorry to hear that.  I hope things get better for you soon.,Try doing something you never did before.,1,0,0,0,0,0,4,8,0.5169912576675415,-0.137653694,0.7170068621635437,0.6393284797668457,0.36708882451057434,0.648276687
1174,Oh no!  Did you eat it?,It is disgusting. What did you do?,0,0,0,0,1,1,6,6,0.13340523838996887,-0.106684223,0.5605570673942566,0.5200625658035278,0.576387882,0.5959644317626953
1175,That's disgusting. I would have done the same.,You did good. You should have called the manager to tell him know.,0,1,1,0,0,0,1,8,-0.253874332,-0.00441426,0.544994593,0.4736454486846924,0.47894659638404846,0.5292888283729553
1176,That's great! What kind of bike is it?,There are so many bike trails available now. You are going to have a lot of fun.,0,1,0,0,1,0,6,1,0.095776752,-0.091900826,0.48736587166786194,0.5590932965278625,0.4001675546169281,0.46098390221595764
1177,I love bikes. I wish I had one.,I'm glad you were able to get one that you are going to enjoy so much.,0,1,1,0,0,0,8,8,-0.326480359,0.10562829673290253,0.5829156041145325,0.5654639005661011,0.48664504289627075,0.5013750791549683
1178,"Oh wow, I hope you have a good paying job.",That's a big step. I hope it works out for you.,1,1,0,0,0,0,2,2,-0.114543766,0.36919650435447693,0.576992393,0.5800796151161194,0.44820496439933777,0.3941616415977478
1179,I think you'll do fine. You should be very proud of yourself.,"I like renovation projects. And yes, renting is a waste of money",1,0,0,0,0,0,5,0,0.019449710845947266,-0.090903401,0.5405972003936768,0.5240640640258789,0.4027838706970215,0.39183610677719116
1180,"That is really annoying, do you have any plans to pay it back?","I feel you, I'm in the same boat.  Are you in a two income household?",1,1,0,1,1,1,6,6,-0.018248729,0.5342457294464111,0.5917572975158691,0.5576872825622559,0.5976858139038086,0.31523776054382324
1181,I am sorry to hear that.  Do you have any plans to retire?,"Yep, money spent on bills and food, with little left for fun.  My wife has the same complaint. ",1,0,0,1,1,0,4,0,0.092866808,0.7486253976821899,0.6884837746620178,0.5921133756637573,0.5073610544204712,0.5794985294342041
1182,That is so terrible.  I hope she is ok. ,"Oh no, that sounds horrible",1,0,0,0,0,0,2,1,-0.360152841,-0.200733513,0.513476551,0.5486690998077393,0.32607364654541016,0.439619243
1183,I hope you can find someone who will take care of her,"I am sorry, that is a sad thing to go through",1,1,0,0,0,0,3,4,0.004563853,-0.035592198,0.5355702638626099,0.5363728404045105,0.3619723916053772,0.4431022107601166
1184,That's unfortunate. I hope you get a raise.,Why would you not get paid?,1,0,0,0,0,1,3,6,0.03746517,-0.01477164,0.6240552067756653,0.6137239933013916,0.5255544185638428,0.6991403102874756
1185,I'm sorry you're going through that.,I can imagine it is,1,0,0,0,0,0,4,8,-0.115509108,-0.02810362,0.5621922612190247,0.5002543330192566,0.4043315052986145,0.4850074350833893
1186,Oh that's so cool! What did you do with it?,"Oh my, did it make you emotional?",1,0,0,0,1,1,6,6,0.031161077320575714,-0.071628317,0.4685317873954773,0.4752776622772217,0.2985203266143799,0.3922346234321594
1187,"Oh wow, that's so nice.  Did you have any pictures of your great grandpa?",Aw hopefully you never lose that picture!,1,1,0,0,1,0,6,3,-0.243198574,0.20298156142234802,0.6166436076164246,0.36864399909973145,0.4775570333003998,0.33724305033683777
1188,Oh wow! What did you get?,Oh what was the surprise?! ,0,0,0,0,1,0,6,6,-0.021350369,0.27936047315597534,0.5182392597198486,0.25273117423057556,0.4307306408882141,0.47793295979499817
1189,Sounds like a good plan!,You should go on a little date if you can. or to the movies!,0,0,0,0,0,0,1,5,0.036434863,0.21821925044059753,0.48963063955307007,0.305759072,0.4019742012023926,0.14661292731761932
1190,"Oh no, did you get in trouble?",You should have taken a Uber. You never know what will happen these days.,0,0,0,0,1,0,6,5,-0.047072113,-0.240605205,0.543626606,0.5303362011909485,0.5930590629577637,0.4771142601966858
1191,"Yeah, I would definitely take a taxi.",No problem. Its also worth carrying a taser or pepper spray.,0,0,1,0,0,0,0,8,-0.094801322,-0.157204002,0.4807146191596985,0.5887725949287415,0.4315544664859772,0.650316596
1192,What did you do?,did you pay him back?,0,0,0,0,1,1,6,6,-0.043326646,-0.087075576,0.5326240062713623,0.4481910467147827,0.5758318305015564,0.5556183457374573
1193,oh wow thats pretty old,thats good thetn,0,1,0,0,0,0,1,1,-0.094322473,-0.254519641,0.628516674,0.4691121280193329,0.431051642,0.43010029196739197
1194,Oh no!  I'm sorry to hear that.  What happened?,"Oh my, so close! But you can try better next time.",1,1,0,0,1,0,4,8,-0.00116396,0.29429981112480164,0.5688734650611877,0.527479887,0.4472351372241974,0.3821840286254883
1195,"Yeah, I am sure you will do better next time.",Yes and theres no point mulling over it! ,1,0,0,0,0,0,0,0,0.14120948314666748,0.25570791959762573,0.5410532355308533,0.3232308626174927,0.5326730012893677,0.514409602
1196,Oh no! Were you able to apprehend them?,wow thats crazy.. what ended up happening!,0,1,0,0,1,0,6,8,0.11704304814338684,0.47271308302879333,0.5522894263267517,0.6088689565658569,0.5622756481170654,0.15614016354084015
1197,wow thats crazy,wow thats good,0,1,0,0,0,0,1,1,0.025989544,-0.135622233,0.5725551843643188,0.5679511427879333,0.4070016145706177,0.44604089856147766
1198,I love baseball! What kind of cards?,aww.. that must have been a sweet nostaligia. did you had a collection of those?,0,0,0,0,1,1,6,6,0.11941610276699066,0.6578729152679443,0.48947131633758545,0.3644923269748688,0.38116779923439026,0.20776911079883575
1199,i still have my old baseball cards..,"I feel happy for ya! I used to collect cards myself, i still have them",0,1,1,1,0,0,8,1,0.14907024800777435,0.077332504,0.4031241536140442,0.511077881,0.37829506397247314,0.21910914778709412
1200,That's good to hear! What kind of job was it?,That is great! Did you manage to land the job?,1,1,0,0,1,1,6,6,0.017692756,-0.003459647,0.5488845705986023,0.5051074028015137,0.37100762128829956,0.3760914206504822
1201,That is a good thing.,I'm glad to hear that! As long as you keep working hard and trying your best you can do it! ,1,1,0,0,0,0,1,1,-0.060275704,0.2863371968269348,0.5454506874084473,0.34749892354011536,0.5676716566085815,0.2043222337961197
1202,That's awesome! I've never been to a race.,Are you talking about the city or a person?,0,0,0,0,0,1,1,6,-0.044866435,0.11958405375480652,0.471696675,0.5596551299095154,0.46925440430641174,0.5927451848983765
1203,"Oh, well, I hope you enjoyed yourself.",I didn't know this broadway show but it seems nice.,1,0,0,0,0,0,2,1,0.11687269806861877,0.026556048542261124,0.6140701770782471,0.49711450934410095,0.46833106875419617,0.4527727961540222
1204,Oh I love the beach. It's always so relaxing.,"Yeah, I love going to the beach as well! You must have felt so happy there in that moment!",0,1,1,1,0,0,1,1,-0.033790916,0.2819437086582184,0.41342443227767944,0.3564940094947815,0.23095160722732544,0.15771172940731049
1205,"I love the ocean, too! I love the way it feels when I'm there.",I feel happy and content just sitting here listening to you describe the experience.,0,1,1,1,0,0,0,1,-0.178299934,-0.060854554,0.4046809673309326,0.49610310792922974,0.16130830347537994,0.35066890716552734
1206,Oh no! What was the result?,oooh no that's awful ,0,0,0,0,1,0,6,1,-0.097770244,0.1902948021888733,0.5690193176269531,0.35345470905303955,0.5742224454879761,0.2515665590763092
1207,well hopefully you will pass next time,ok but did you pass the test,1,0,0,0,0,0,3,8,0.007219955,-0.070347518,0.4476487338542938,0.42009562253952026,0.38508984446525574,0.47418490052223206
1208,That's nice.  Have you ever been to a dance before?,That sound amazing.  Dancing is very bonding.,0,1,0,0,1,0,6,1,0.2116180658340454,-0.134619996,0.5666073560714722,0.6075226664543152,0.49814870953559875,0.41817498207092285
1209,That's a good thing.  Do you have any plans?,"Well, a night out dancing will go a long way towards reconnecting with the love of your life.  I am happy for you!",0,1,0,0,1,0,6,1,0.21748682856559753,0.8983544111251831,0.6609629988670349,0.436718225,0.5393295288085938,0.18993255496025085
1210,I'm so sorry to hear that. I'm sure your dog will be back soon.,im sorry to hear that.. what happened?,1,1,0,0,0,1,4,4,-0.240976959,0.4468380808830261,0.5785006284713745,0.6004476547241211,0.2961459755897522,0.13748331367969513
1211,oh no.. what happened?,oh.. wow.. sorry that it happened.,0,1,0,0,1,0,6,4,0.6600046157836914,0.34552016854286194,0.43983519077301025,0.422526479,0.31957459449768066,0.3168022930622101
1212,What's wrong with your dad?,"Oh sorry, did he pass away?",0,0,0,0,1,1,6,4,-0.022293009,-0.073954016,0.5392094254493713,0.5143539309501648,0.5911428928375244,0.511726975
1213,"Oh wow, that is really sad.",Oh my god.. my hearty condolences. ,1,1,0,0,0,0,1,4,-0.197091192,0.2617127299308777,0.5033308267593384,0.3505537807941437,0.3827056288719177,0.38771912455558777
1214,How was it?,That is really cool. Did you have a good time?,0,1,0,0,1,1,6,6,0.004991628,0.081962958,0.5230029225349426,0.49739503860473633,0.531021237,0.38939985632896423
1215,That sounds like fun!,It feels so good just to hear you say that,1,1,0,0,0,0,1,1,0.056109205,0.033081472,0.48353949189186096,0.48575371503829956,0.3169763386249542,0.28158313035964966
1216,That's awesome!  He's one of my favorite drivers!  Did you guys have a good time?,"Oh wow, the broadway show?",1,0,0,0,1,0,6,6,0.20882907509803772,0.18541336059570312,0.312325656,0.5273885130882263,0.5298377275466919,0.42127710580825806
1217,"I've never seen it, but I heard it was good!","Oh yea, he is too good at what he does. I heart stunning review for the show as well",0,0,0,0,0,0,8,1,0.041462462,-0.014776312,0.4907965660095215,0.44634348154067993,0.3155962824821472,0.382137269
1218,Oh cool. What did you guys do?,how did it turn out,0,0,0,0,1,1,6,8,0.11234307289123535,-0.168105692,0.4719352126121521,0.4486662745475769,0.4140980541706085,0.4673697054386139
1219,i bet,oh congrats on that.. always nice to see family ,0,1,0,0,0,0,2,1,-0.164756954,0.33742228150367737,0.3673091530799866,0.3951095938682556,0.48837926983833313,0.12785501778125763
1220,"Oh no, what happened?",did he catch you?,0,0,0,0,1,1,6,6,-0.122962952,-0.108863533,0.5516807436943054,0.41895437240600586,0.534974217,0.5335628986358643
1221,haha that's awesome.  What kind of dog was it?,wow thats good,1,1,0,0,1,0,6,1,1.224746823310852,-0.135622233,0.25005078315734863,0.5679511427879333,0.4066525101661682,0.44604089856147766
