Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,mbti_intro_pearson,mbti_t_pearson
0.0639,0.3840,0.7834,0.6200,0.2511,"PearsonRResult(statistic=0.044112412431163206, pvalue=0.0013811301005069786)","PearsonRResult(statistic=-0.004163651535260519, pvalue=0.7628362873045188)","PearsonRResult(statistic=0.06751100784841128, pvalue=9.662475536797028e-07)"
id,generated,true,ER_g,ER_t,IP_g,IP_t,EX_g,EX_t,EI_g,EI_t,big5_g,big5_t,mbti_i_g,mbti_i_t,mbti_t_g,mbti_t_t
272,that is great . i am glad you are okay .,that is very special and i am so happy for you .,1,1,0,0,0,0,1,1,0.5471721887588501,0.36093491315841675,0.2112817019224167,0.340545654296875,0.17482466995716095,0.2187003344297409
273,i am sure you will have a great time .,"yes , married for 15 years and it is still great .",1,0,0,1,0,0,2,8,0.7099155187606812,0.3278641104698181,0.25437983870506287,0.29071682691574097,0.23968803882598877,0.43705061078071594
274,that is great . i am glad you are happy for you .,that is good to have a loving family .,1,1,0,0,0,0,1,8,0.4937065541744232,0.28916940093040466,0.19860342144966125,0.3354182839393616,0.1522461473941803,0.44854292273521423
275,i am sure you will have a great time .,i am i love them very much . however we live on opposite parts of the country .,1,0,0,1,0,0,2,8,0.7099155187606812,0.18966272473335266,0.25437983870506287,0.14131997525691986,0.23968803882598877,0.26195308566093445
276,i am sorry to hear that . i have been there .,"wow , 7 years ? you were really young then",1,0,1,0,0,1,4,6,0.3746788799762726,-0.011928878724575043,0.18070897459983826,0.23868480324745178,0.29117918014526367,0.3987058699131012
277,i am sure you will do that,but did you tell your friend about it later ?,1,0,0,0,0,1,8,6,0.5009913444519043,0.08530910313129425,0.3313099443912506,0.27636972069740295,0.2782302498817444,0.7120047807693481
278,oh no ! that is so gross ! i would have been so embarrassed .,oh no ! that must have been super embarrassing ! how did you react to that ?,0,0,0,0,0,1,1,6,0.8805246353149414,1.1476596593856812,0.09314877539873123,0.08637690544128418,0.21187140047550201,0.15241913497447968
279,that is a good idea .,"my goodness , well i guess that happens to all of us at least once .",0,0,0,0,0,0,1,8,0.2187804877758026,0.35751402378082275,0.2978343069553375,0.25661569833755493,0.5798231363296509,0.32817375659942627
280,that is great ! i am sure you will do great !,"that sounds fun , starting a new life is always great !",1,1,0,0,0,0,1,1,0.4886130690574646,0.4026404321193695,0.15327070653438568,0.2814556658267975,0.1172642856836319,0.3095654547214508
281,that is great . i hope you get it !,"west coast is fun , but it can be expensive .",1,0,0,0,0,0,2,8,0.5855129957199097,-0.04586148262023926,0.256710410118103,0.3062170445919037,0.11378617584705353,0.556908130645752
282,"oh no , what happened ?",because she was what ?,0,0,0,0,1,1,6,6,-0.19547107815742493,-0.002727016806602478,0.2531380355358124,0.12421774864196777,0.5668714046478271,0.8643239736557007
283,i am so sorry . i hope you did not get hurt .,i think that is a good news for you both since you are not married,1,1,0,0,0,0,4,1,0.18336430191993713,0.852041482925415,0.1617526412010193,0.2740320861339569,0.25930172204971313,0.21350693702697754
284,i am sure you will do great !,i can imagine the loneliness someone can experience .,1,0,0,0,0,0,2,1,0.6842848062515259,-0.09306535124778748,0.23753732442855835,0.2493656873703003,0.1328331083059311,0.393536776304245
285,i am sure you will get better .,get your self a friend to stay with for a couple of months .,1,0,0,0,0,0,3,5,0.3762921392917633,0.1143312007188797,0.17515036463737488,0.3078152537345886,0.38756227493286133,0.4527684152126312
286,that is awesome ! i love the same !,"wow , please make it real .",1,0,1,0,0,0,1,1,0.5226779580116272,0.24727293848991394,0.22549095749855042,0.2780686616897583,0.09688117355108261,0.46985307335853577
287,i love the same !,"wow , i belief u can make it .",0,1,1,0,0,0,0,1,0.6019713878631592,0.3656170666217804,0.25286513566970825,0.20375587046146393,0.16125327348709106,0.40335705876350403
288,that is amazing ! i am sure he will not have to do that .,who is supplying these snacks ?,1,0,0,0,0,1,1,6,0.7062631845474243,-0.00059480220079422,0.13169974088668823,0.33316662907600403,0.18233832716941833,0.48585543036460876
289,that is a good thing to do .,"sounds like a cupboad cleaning is necessary . if they ai n't around , they can not be eaten .",1,0,0,0,0,0,1,1,0.13198135793209076,-0.44732579588890076,0.2825390100479126,0.27746713161468506,0.572422981262207,0.4940349757671356
290,that is sad . i am sorry to hear that . i hope you are able to find out there .,why did she go visiting ?,1,0,0,0,0,1,4,6,0.3617370128631592,-0.013645447790622711,0.19217360019683838,0.2877936065196991,0.1488523781299591,0.6417584419250488
291,that is sad . i am sorry to hear that . i hope you can find a good time .,really ? so she would have travelled with him,1,0,0,0,0,1,4,6,0.3473125696182251,0.20640087127685547,0.19802211225032806,0.18056552112102509,0.14504081010818481,0.42856696248054504
292,that is awesome ! i bet you are so excited !,that sounds horrible . you must 've been mad .,1,1,0,0,0,0,2,1,0.20464536547660828,-0.12602776288986206,0.1610376089811325,0.1450233906507492,0.07931169122457504,0.40834712982177734
293,i am sure you will get it,where was this ?,1,0,0,0,0,1,8,6,0.15320265293121338,-0.21760737895965576,0.3849550783634186,0.3801575303077698,0.32155701518058777,0.7235711812973022
294,that is great . i am sure you will do great .,"well , it can happen like that atimes",1,0,0,0,0,0,1,1,0.5772836208343506,0.0905914455652237,0.18461014330387115,0.437164843082428,0.2091146856546402,0.5400294661521912
295,i am sure you will do great !,"yes , it really hurts",1,1,0,1,0,0,2,0,0.6842848062515259,0.042199328541755676,0.23753732442855835,0.4198843538761139,0.1328331083059311,0.35220134258270264
296,"oh no , that is terrible . i am sorry to hear that .",am sorry to hear that . what happened to the mother,1,1,0,0,0,1,4,4,0.25912800431251526,0.15443524718284607,0.20285899937152863,0.22673986852169037,0.25734972953796387,0.31339213252067566
297,that is sad . i am sorry to hear that .,"soryy , may she rest in peace , please try comfort your wife",1,1,0,0,0,0,4,4,0.3766578435897827,0.5872055292129517,0.17116126418113708,0.32923805713653564,0.2516757547855377,0.3772875666618347
298,that is great . i am sure you will do great !,"damn , very confident huh ? what job did you apply for ?",1,0,0,0,0,1,1,6,0.5878453254699707,0.301954984664917,0.15081393718719482,0.1493673324584961,0.11215334385633469,0.2841428816318512
299,that is great ! i am sure you will do great !,"oh wow , that outta pay very well .",1,0,0,0,0,0,1,1,0.4886130690574646,0.0108623206615448,0.15327070653438568,0.3004195988178253,0.1172642856836319,0.4836728870868683
300,"oh no , that is terrible . i hope you have a good time .","oh boy that is the worst , so frustrating ! has there been any change since ?",1,1,0,1,0,1,2,6,0.37266287207603455,0.3174392879009247,0.24165789783000946,0.24667178094387054,0.23252296447753906,0.22022682428359985
301,that is a good thing to do . i am sure you will do better .,hahaha you put the hammer down good for you bro . how are things with the new wife going ?,1,1,0,0,0,1,8,6,0.38257041573524475,0.5719695091247559,0.11809606850147247,0.15228508412837982,0.27008217573165894,0.24665582180023193
302,that is a good idea . i am sure you will do better .,you remember that show hahaha totally my twin . i am glad for you bro . good luck to you !,1,1,0,1,0,0,5,7,0.44766587018966675,0.8982734680175781,0.10853274166584015,0.07296783477067947,0.282073974609375,0.04661538451910019
303,that is amazing ! what kind of car ?,oh my god ! how old is he ?,0,0,0,0,1,1,6,6,0.19584891200065613,0.37495115399360657,0.12033545970916748,0.15031251311302185,0.2488139122724533,0.34993597865104675
304,that is great ! i am glad you had him .,"you really need to let him know not to do that again , he could 've really gotten himself and others hurt !",1,1,0,0,0,0,1,1,0.4806598722934723,0.4030888080596924,0.21100923418998718,0.14007002115249634,0.18741488456726074,0.3507191836833954
305,that is great ! i am sure you will do great !,really ? what makes them a list ?,1,0,0,0,0,1,1,6,0.4886130690574646,0.03452600538730621,0.15327070653438568,0.13341157138347626,0.1172642856836319,0.537946879863739
306,i am sure you will be fine .,yeah i have lol . what is your brothers name ?,1,0,0,0,0,1,5,6,0.38480696082115173,0.055086374282836914,0.2288520336151123,0.16510224342346191,0.3011496961116791,0.20090806484222412
307,why ?,"not being able to fit into an old wedding dress , is one of a womans worst nightmare .",0,0,0,0,1,0,6,8,-0.08838798105716705,0.1299542784690857,0.22216781973838806,0.3329703211784363,0.7919542789459229,0.26038187742233276
308,i am sure you will do that .,"the dress was a few years old , i couldnt believe it didnt fit .",1,0,0,1,0,0,8,8,0.5831888914108276,0.16126756370067596,0.20491813123226166,0.45080307126045227,0.3577791452407837,0.6963356733322144
309,i am sorry to hear that .,i like starbucks . but they are a little expensive for me to go there often .,1,0,0,1,0,0,4,8,0.2370942234992981,-0.09551918506622314,0.21215258538722992,0.15877409279346466,0.3472554683685303,0.15822669863700867
310,i know that feeling .,a latte .,1,0,0,0,0,0,0,8,0.3834056854248047,-0.1961374580860138,0.17611181735992432,0.24709194898605347,0.29039257764816284,0.45850977301597595
311,that is great ! i am sure you will get it,"wao , thats great , congrats !",1,1,0,0,0,0,1,1,0.2971000075340271,0.3165637254714966,0.2658487856388092,0.3470378816127777,0.09638526290655136,0.2790197730064392
312,i am sure you will get a good grade .,"thats good to know , keep it up",1,1,0,0,0,0,8,1,0.19469718635082245,0.34773489832878113,0.27603062987327576,0.39007291197776794,0.38775208592414856,0.31755194067955017
313,oh no ! that is so gross !,"wow , that will be so devastating for you",0,1,0,0,0,0,1,1,0.7592082023620605,0.34980979561805725,0.20379480719566345,0.3789050579071045,0.24432407319545746,0.21020957827568054
314,i am sure you will get it,"so , how did you now do it",1,0,0,0,0,1,8,8,0.15320265293121338,0.12934668362140656,0.3849550783634186,0.4204828441143036,0.32155701518058777,0.5464576482772827
315,i know that feeling .,report to their management,1,0,0,0,0,0,0,8,0.3834056854248047,-0.010326243937015533,0.17611181735992432,0.3993890881538391,0.29039257764816284,0.4920952618122101
316,i am sure you will do that,just give it a trial,1,0,0,0,0,0,8,5,0.5009913444519043,-0.013315752148628235,0.3313099443912506,0.44986581802368164,0.2782302498817444,0.5407467484474182
317,that is a good thing to do . i am sure she will not have to do that .,"haha , how did she feel when she found out ?",1,0,0,0,0,1,8,6,0.3481495976448059,0.3927554786205292,0.20762154459953308,0.21089208126068115,0.21470695734024048,0.37708860635757446
318,i am sure you will find a better place .,oh no ! those cookies sure do sound delicious though .,1,0,0,0,0,0,8,1,0.22278372943401337,0.41156765818595886,0.2039693146944046,0.14674171805381775,0.37319260835647583,0.10788830369710922
319,oh no ! that is so annoying . did you find him ?,"dang , i hated that . at least it is not cow poop , that is worst .",0,0,0,0,1,0,6,8,0.645602822303772,-0.014354124665260315,0.12219122052192688,0.46145352721214294,0.2413603961467743,0.4895334243774414
320,i would have been so mad !,"oh man , you got ta super clean it , have the professionals do it even",0,0,1,0,0,0,1,1,1.005621314048767,-0.44608214497566223,0.21022382378578186,0.27474305033683777,0.1868828535079956,0.44639500975608826
321,that is great ! i am sure you will get it,how do you make it ?,1,0,0,0,0,1,1,6,0.2971000075340271,0.08075375854969025,0.2658487856388092,0.24754595756530762,0.09638526290655136,0.67268967628479
322,that is a good idea .,good to know . i will do it like it next time .,0,1,0,0,0,0,1,8,0.2187804877758026,0.37555769085884094,0.2978343069553375,0.2690385580062866,0.5798231363296509,0.2559250593185425
323,that is great ! i am glad you did not get it,congrats ! what gender did your child end up being ?,1,1,0,0,0,1,1,6,0.32281649112701416,0.7080950736999512,0.3264104723930359,0.1647496074438095,0.13990657031536102,0.18149864673614502
324,that is a good thing to do . i am glad you did not get hurt .,that is great my man ! i can not wait for my first son . so far 6 daughters : (,1,1,0,1,0,0,8,1,0.21162119507789612,0.7832235097885132,0.141316220164299,0.1454858034849167,0.23990732431411743,0.06497582793235779
325,that is great ! i am sure you will get it,"do not panic , and do not be harsh on the kid . perhaps spend time going over the subject together ? or maybe he 's having other trouble that is affecting his studies",1,0,0,0,0,0,1,5,0.2971000075340271,0.39994916319847107,0.2658487856388092,0.1136276125907898,0.09638526290655136,0.5101132392883301
326,i am sure you will do great !,it is better to do what you are passionate about . do that and success follows,1,0,0,0,0,0,2,8,0.6842848062515259,0.6400866508483887,0.23753732442855835,0.15505295991897583,0.1328331083059311,0.387429803609848
327,that is great . i am sure you will do great !,that is cool . for what class,1,0,0,0,0,0,1,1,0.5878453254699707,-0.19209522008895874,0.15081393718719482,0.38489776849746704,0.11215334385633469,0.5353225469589233
328,i am sure you will do great !,god works in mysterious ways,1,0,0,0,0,0,2,1,0.6842848062515259,-0.2192772924900055,0.23753732442855835,0.3760811984539032,0.1328331083059311,0.4397096335887909
329,that is cool . i love the play .,"wow . i would be too . i love guitar , it is my favorite musical instrument . i wonder if he was born blind",1,0,0,1,0,0,1,1,0.28384506702423096,-0.4695158302783966,0.28170427680015564,0.1402181088924408,0.24168244004249573,0.1060810461640358
330,i am sure he will be fine .,"just goes to show that people can be amazing . just never give up , persistence is the key",1,1,0,0,0,0,3,1,0.15222248435020447,0.21928605437278748,0.2790301740169525,0.16207168996334076,0.2916192412376404,0.35621729493141174
331,that is so bad . did you get it ?,oh no ! that sounds annoying . did you end up getting help ?,0,0,0,0,1,1,6,6,0.5697340965270996,0.6342788934707642,0.22608120739459991,0.14215001463890076,0.5192152857780457,0.1583542376756668
332,i am sorry to hear that . i hope you can get it fixed .,that sounds terrible ! i hope everything gets sorted ! be positive,1,1,0,0,0,0,4,3,0.4048822522163391,-0.30575624108314514,0.24927249550819397,0.16120748221874237,0.2559584379196167,0.09998536109924316
333,that is amazing ! i bet you are so proud of him .,"thats amazing , congratulations . 12 kids your amazing .",1,1,0,0,0,0,2,7,0.8080880641937256,0.7180831432342529,0.1553139090538025,0.3424195647239685,0.13435125350952148,0.4029005467891693
334,that is great ! i am glad you are able to get a good one .,"haha , your a player .",1,0,0,0,0,0,1,6,0.6348172426223755,0.3036595582962036,0.29732197523117065,0.2583721876144409,0.1687341332435608,0.4372524321079254
335,oh no ! that is so scary ! i am sure you will do it,"that is creepy . what do you think they were , hyenas ?",1,0,0,0,0,1,1,6,0.42610159516334534,-0.19217956066131592,0.13875050842761993,0.14500539004802704,0.08560319989919662,0.4766629934310913
336,i am sure you will get it,must have been quite a sight .,1,0,0,0,0,0,8,1,0.15320265293121338,-0.3672259449958801,0.3849550783634186,0.33321940898895264,0.32155701518058777,0.5993887186050415
337,that is sad . i am sorry to hear that .,"oh , will u be going to pay him a visit ?",1,0,0,0,0,1,4,6,0.3766578435897827,0.3056866526603699,0.17116126418113708,0.24814951419830322,0.2516757547855377,0.23700812458992004
338,"that is good , i hope you can find a good time .",hope u will not indulge in such act like theft again ?,1,1,0,0,0,1,3,3,0.5005022287368774,0.3585571050643921,0.35922300815582275,0.22469672560691833,0.4915073812007904,0.3296394646167755
339,that is amazing ! i bet he was a great accomplishment !,"wow , that is a great news",1,1,0,0,0,0,1,1,0.023778386414051056,0.38957443833351135,0.09486061334609985,0.3875512182712555,0.1634572595357895,0.3652724623680115
340,that is great . i am sure he will be fine .,"wow , that is a really good club",1,1,0,0,0,0,1,1,0.27298298478126526,0.032196637243032455,0.16910770535469055,0.4123518168926239,0.1480526328086853,0.41798338294029236
341,that is great ! i am sure he will get a lot of money .,is this your first son ?,1,0,0,0,0,1,1,6,0.4676590859889984,0.18366272747516632,0.09343934804201126,0.3227090835571289,0.15184658765792847,0.6677076816558838
342,that is great ! i am sure you will get it,awesome ! any daughters ? what will be your sons name ?,1,0,0,0,0,1,1,6,0.2971000075340271,0.11646739393472672,0.2658487856388092,0.07388881593942642,0.09638526290655136,0.15507353842258453
343,oh wow ! that is pretty gross !,holy moses ! i hate them things . flying rats is what they are .,1,0,0,0,0,0,1,0,0.05642024800181389,-0.23386386036872864,0.18588730692863464,0.1022607684135437,0.23238161206245422,0.1672373116016388
344,i would have been so scared .,lol . do not do the crime if can not face the bat ; ),0,0,1,0,0,0,1,6,0.20067289471626282,0.2229137271642685,0.23598134517669678,0.13119544088840485,0.26523464918136597,0.6167151927947998
345,"that is good , i am sure you will find a good friend .",praise god man ! he really is amazing and we should always be grateful for we have,1,1,0,0,0,0,8,1,0.48343732953071594,0.9971973896026611,0.2890643775463104,0.2661963403224945,0.4496142566204071,0.09745542705059052
346,i am glad you are okay .,amen ! so true . its especially awesome when he picks us up in every fall . his love never fails,1,1,0,1,0,0,4,1,0.27797043323516846,0.5632673501968384,0.24907182157039642,0.044247113168239594,0.28498396277427673,0.03075958788394928
347,oh no ! that is so gross ! i would have been so embarrassed .,for real ? that must 've been embarrassing . sorry to hear about that,0,1,0,0,0,0,1,4,0.8805246353149414,-0.12373989820480347,0.09314877539873123,0.10049224644899368,0.21187140047550201,0.32885050773620605
348,i am sure you will do that .,well that is good and bad . hopefully the joke did not carry on too long,1,1,0,0,0,0,8,3,0.5831888914108276,-0.13196556270122528,0.20491813123226166,0.24469178915023804,0.3577791452407837,0.2661791443824768
349,i love those things like that .,i love me some tupac . real talk .,0,1,0,0,0,0,1,1,0.01899360865354538,0.015685949474573135,0.22753575444221497,0.21101689338684082,0.30274173617362976,0.16748866438865662
350,i am sure you will get it,me too . i always end up on the 90s hip hop station on pandora .,1,0,0,1,0,0,8,0,0.15320265293121338,-0.34245869517326355,0.3849550783634186,0.1867152750492096,0.32155701518058777,0.13206437230110168
351,oh no ! i am so sorry . i am so sorry . i am so sorry . i am so sorry . i am so sorry . i am so sorry . i am so sorry . i am so sorry . i am so sorry . i am so,sorry to hear that . did someone do anything against the company selling the food ?,1,1,0,0,0,1,4,4,0.09561549872159958,0.31301039457321167,0.21243059635162354,0.23078788816928864,0.09844034165143967,0.549518346786499
352,that is a good thing to do . i am sure you did not have to do that .,someone should have sued them .,1,0,0,0,0,0,8,5,0.38169267773628235,-0.1767941564321518,0.11894014477729797,0.1789213865995407,0.2941451370716095,0.5905344486236572
353,i am glad you are happy for you .,"oh yes , at least , you will be in a position to help them in return",1,0,0,0,0,0,1,8,0.3607243001461029,0.061494000256061554,0.2435559630393982,0.26769891381263733,0.2733916938304901,0.4648415446281433
354,i am sure you will have a great relationship with your family .,that is good . you have a good heart,1,1,0,0,0,0,1,1,0.7777825593948364,0.3282477557659149,0.233548104763031,0.20529013872146606,0.2929070293903351,0.15176458656787872
355,i am sorry to hear that . i hope you get it fixed .,"you must feel awful , why do not you come clean , maybe you will feel better .",1,0,0,0,0,1,4,5,0.4404159486293793,0.10699884593486786,0.2467082440853119,0.30659130215644836,0.25829800963401794,0.48227885365486145
356,i am sure you will find a better place .,yes jesus can save you if you ask him . he always forgive .,1,1,0,0,0,0,8,0,0.22278372943401337,0.20039156079292297,0.2039693146944046,0.0497400164604187,0.37319260835647583,0.2577284872531891
357,that is so sad . i hope you did not get hurt .,"he deserved that , i think .",1,0,0,0,0,0,1,8,0.2768775224685669,-0.17205125093460083,0.16909055411815643,0.21487219631671906,0.21335293352603912,0.504011869430542
358,that is a good thing to do . i am sure you did not have to do that .,"wow , interesting .",1,0,0,0,0,0,8,1,0.38169267773628235,-0.04049735516309738,0.11894014477729797,0.3871248662471771,0.2941451370716095,0.5394585132598877
359,that is so nice . i am sure you will do great !,"wow , you must have felt jealous",1,0,0,0,0,0,1,1,0.49093857407569885,0.19850946962833405,0.14455737173557281,0.3380727767944336,0.09539400041103363,0.3705366551876068
360,i am sure you will find a better place .,"hahahaa , its not easy though , i would have done same",1,0,0,1,0,0,8,1,0.22278372943401337,0.17578372359275818,0.2039693146944046,0.3317744731903076,0.37319260835647583,0.35119330883026123
361,that is great . i am glad you are okay .,"when you have responsibilities that you really care about , you do what you have to . i commend him . its hard raising a family ,",1,1,0,0,0,0,1,7,0.5471721887588501,0.3156066834926605,0.2112817019224167,0.17137932777404785,0.17482466995716095,0.21939456462860107
362,"that is good , i am glad you are able to do that .",oh wow . ive never heard of that many sick days .,1,0,0,1,0,0,1,1,0.5755354166030884,-0.18855628371238708,0.3635924458503723,0.3874879777431488,0.4428168535232544,0.39439839124679565
363,"that is good , i am glad you are able to do that .",cool .,1,0,0,0,0,0,1,1,0.5755354166030884,-0.12193062901496887,0.3635924458503723,0.3673696517944336,0.4428168535232544,0.5497198104858398
364,"that is good , i am glad you are okay .","so , what was she lying to you about ?",1,0,0,0,0,1,1,6,0.5089356899261475,0.21638469398021698,0.3146825432777405,0.1938875913619995,0.3760667145252228,0.6932446956634521
365,that is terrible . i hope you did not get hurt .,"oh , she should n't have done that",1,0,0,0,0,0,8,8,0.1392057090997696,-0.006548747420310974,0.17644022405147552,0.38765180110931396,0.2921445667743683,0.34454745054244995
366,"oh no , that is terrible . i am sorry to hear that .",oh no how horrible,1,0,0,0,0,0,4,6,0.25912800431251526,-0.11871291697025299,0.20285899937152863,0.4547998607158661,0.25734972953796387,0.2775971293449402
367,that is terrible . i am sorry to hear that .,oh no,1,0,0,0,0,0,4,6,0.42880895733833313,-0.16943249106407166,0.17544624209403992,0.4489288926124573,0.26153111457824707,0.4293089210987091
368,that is a good feeling . i am sure you will do better .,i hate public schools ooo,1,0,0,0,0,0,3,0,0.5112688541412354,-0.09419393539428711,0.12498456239700317,0.34300583600997925,0.19371771812438965,0.25489476323127747
369,i am sorry to hear that . i hope you can get it back .,but it is really cool atimes,1,0,0,0,0,0,4,1,0.34609100222587585,-0.13433146476745605,0.1993807852268219,0.4593573212623596,0.25559115409851074,0.5185245275497437
370,that is great ! i am glad you are okay .,"thats cool , i did online school in high school",1,0,0,1,0,0,1,1,0.6594922542572021,0.08577393740415573,0.19468361139297485,0.3935771584510803,0.14244668185710907,0.4110146462917328
371,i am sure you will get a better place .,well were pretty close in age,1,0,0,0,0,0,3,8,0.1885318011045456,-0.027519501745700836,0.2100658267736435,0.4406375288963318,0.3970848321914673,0.5165671110153198
372,"oh no , that is sad . i am sorry to hear that .","i remember him , he was going to be a great actor .",1,0,0,0,0,0,4,8,0.3318968713283539,0.19455014169216156,0.19529375433921814,0.17270392179489136,0.25272348523139954,0.3183019161224365
373,i am sure you will do great !,yeah he might do a pretty good job as that character .,1,0,0,0,0,0,2,1,0.6842848062515259,-0.42003288865089417,0.23753732442855835,0.35858452320098877,0.1328331083059311,0.46593305468559265
374,i am sure you will do great .,adapting to life is always good to do .,1,0,0,0,0,0,2,8,0.46423110365867615,-0.03215581923723221,0.23452596366405487,0.28664419054985046,0.3400946259498596,0.5329869985580444
375,i am sure you will get a good time .,thats a great attitude to have . you should keep with that .,1,1,0,0,0,0,1,1,0.5131138563156128,0.2738524079322815,0.2301933467388153,0.14669330418109894,0.2989746928215027,0.37131667137145996
376,that is terrible . i am sorry to hear that .,how awful ! how do you feel about it ?,1,1,0,0,0,1,4,6,0.42880895733833313,0.8259611129760742,0.17544624209403992,0.17140552401542664,0.26153111457824707,0.11215979605913162
377,i am sorry to hear that . i hope you can find a better place .,"yes i understand , it is really sad when you find that people you have known a long time can be very different from what you thought .",1,1,0,0,0,0,4,0,0.32349827885627747,0.09004484117031097,0.1755053848028183,0.38495802879333496,0.23454615473747253,0.4903334677219391
378,oh no ! did you have a good time ?,lols why did not you do anything,0,0,0,0,1,1,6,6,0.8273087739944458,0.03658211603760719,0.1262555569410324,0.40021392703056335,0.2423197329044342,0.4059537351131439
379,i am glad you did not have to do that .,"awww but it is still good that you did not push him , cox it might lead to something else",1,1,0,0,0,0,8,8,0.41877248883247375,0.8142781257629395,0.25495898723602295,0.22692829370498657,0.3618764579296112,0.26061779260635376
380,that is great ! i am sure you will do great !,oh my goodness ! how wonderful ! ! ! ! that is so awesome ! congratulations .,1,1,0,0,0,0,1,7,0.4886130690574646,0.10871508717536926,0.15327070653438568,0.22283604741096497,0.1172642856836319,0.2745128571987152
381,that is great ! i am sure you will do great !,"wow ! i better ! i stopped at associates of general studies , because i wanted to be a mom more . so that is a huge step for you !",1,1,0,1,0,0,1,8,0.4886130690574646,0.8279893398284912,0.15327070653438568,0.09452389180660248,0.1172642856836319,0.08511365950107574
382,i am sure you will get it !,this is true ! i am glad to be at home with these guys right now . have a great day !,1,1,0,0,0,0,8,1,0.6754803657531738,0.60125732421875,0.22380855679512024,0.16218307614326477,0.15283703804016113,0.03902313858270645
383,that is great . i am glad you are going to get it,congratulations ! i hope to get a house next year,1,1,0,0,0,0,1,7,0.2869301736354828,-0.26170042157173157,0.3327232599258423,0.250506728887558,0.12626658380031586,0.08828715980052948
384,i am glad you are okay .,i bet ! hard work pays off,1,0,0,0,0,0,4,2,0.27797043323516846,0.7850674390792847,0.24907182157039642,0.23406392335891724,0.28498396277427673,0.31408172845840454
385,"oh no , that is terrible . i am sorry to hear that .","things happen that are bad , i am sure it wasnt your fault .",1,1,0,0,0,0,4,8,0.25912800431251526,0.3333981931209564,0.20285899937152863,0.2405482977628708,0.25734972953796387,0.6960970163345337
386,i am sorry to hear that . i hope you did not get hurt .,i am sure they forgave you in the end .,1,0,0,0,0,0,4,8,0.1510930061340332,0.40524229407310486,0.15654006600379944,0.18960009515285492,0.2851632237434387,0.34332966804504395
387,that is great ! i am glad you are okay .,"music always seems to be better from the past , i understand all too well .",1,0,0,1,0,0,1,0,0.6594922542572021,0.1531163454055786,0.19468361139297485,0.4043237566947937,0.14244668185710907,0.4959748685359955
388,i am sure you will do great !,"i totally agree , new music is not as good .",1,1,0,0,0,0,2,0,0.6842848062515259,0.026525791734457016,0.23753732442855835,0.25581973791122437,0.1328331083059311,0.41190454363822937
389,that is awesome ! i am sure you will do great !,i get paid today as well ! what game are you thinking about getting ?,1,0,0,0,0,1,1,6,0.411214679479599,0.263696551322937,0.15608443319797516,0.23678277432918549,0.1133243665099144,0.1534787267446518
390,i am sure you will get it,"did not that game come out a few months ago ? i got it shortly after i released and i was not very impressed . it was not a bad game , but it certainly was not the best game .",1,0,0,1,0,1,8,6,0.15320265293121338,-0.21271061897277832,0.3849550783634186,0.46048492193222046,0.32155701518058777,0.24514971673488617
391,that is awesome . i am sure you will do great !,congratulations . that sounds like the fast track .,1,1,0,0,0,0,1,7,0.5385854244232178,0.2617380917072296,0.15021538734436035,0.2656528055667877,0.10905969142913818,0.42245617508888245
392,that is great ! i am sure you will do great !,cool . maybe next year you will be a partner !,1,1,0,0,0,0,1,5,0.4886130690574646,0.5935472249984741,0.15327070653438568,0.1463676244020462,0.1172642856836319,0.07361657917499542
393,i am sure you will do great !,i hope you get it,1,1,0,0,0,0,2,2,0.6842848062515259,0.22954700887203217,0.23753732442855835,0.44008180499076843,0.1328331083059311,0.34057772159576416
394,i am sure you will do great !,i am so sorry to hear that ! is there a particular section you are having trouble with ?,1,1,0,0,0,1,2,4,0.6842848062515259,0.6186742782592773,0.23753732442855835,0.2683354318141937,0.1328331083059311,0.14069241285324097
395,i am sure you will do fine .,ah ! that is quite understandable . it is tricky at first and non-intuitive . i practiced driving in reverse with cones in an abandoned lot .,1,1,0,1,0,0,8,1,0.41703328490257263,-0.1362023502588272,0.23048000037670135,0.08726008981466293,0.34468990564346313,0.1701609492301941
396,i am sure you will do fine .,"i know it is hard , but practice makes perfect ! keep trying and i am sure you will get it !",1,1,0,0,0,0,8,8,0.41703328490257263,0.9652808904647827,0.23048000037670135,0.06899447739124298,0.34468990564346313,0.19264161586761475
397,i am sure you will do great !,why what is the matter ?,1,0,0,0,0,1,2,6,0.6842848062515259,-0.06713181734085083,0.23753732442855835,0.17770515382289886,0.1328331083059311,0.6483843326568604
398,that is great . i am sure you will do great !,hmmm ! that is just annoying being an alcoholic . i purely understand your situation as i have gone through it . well ! life goes on .,1,1,0,1,0,0,1,0,0.5878453254699707,1.1625624895095825,0.15081393718719482,0.07139463722705841,0.11215334385633469,0.126432403922081
399,i am sure you will do fine !,that is great .. congrats ....,1,1,0,0,0,0,8,1,0.7328191995620728,0.557518482208252,0.22325555980205536,0.6244377493858337,0.13124752044677734,0.11609052121639252
400,oh no ! that is terrible . did you have a good time ?,thats creepy honestly,1,0,0,0,1,0,6,1,0.5639735460281372,-0.09151254594326019,0.13092458248138428,0.5600647926330566,0.18382060527801514,0.37019383907318115
