Emo_acc,ER_acc,IP_acc,EX_acc,EI_acc,big5_pearson,big5_p,mbti_intro_pearson,intro_p,mbti_t_pearson,t_p,,,,,,
1161,thats so sweet of you,oh yea i can imagine glad shes fine,1,1,0,0,0,0,1,1,0.3537319302558899,-0.025655523,0.4852697253227234,0.4924345016479492,0.12787318229675293,0.22244644165039062
1162,That is awesome.  You must have been very prepared!,Wow. Do you expect to win?,1,0,0,0,0,1,1,6,-0.009212509,0.012266341596841812,0.4958033263683319,0.509778619,0.43620118498802185,0.5739388465881348
1163,That's great. I hope you do well.,That is nice. Good luck.,1,1,0,0,0,0,2,7,-0.170977116,-0.059139684,0.5913061499595642,0.5512151122093201,0.39513370394706726,0.4970981776714325
1164,"I do too, what game did you play?","Nice, me too, are you playing Nintendo games?",0,0,0,0,1,1,6,6,-0.007979542,0.14587418735027313,0.5973288416862488,0.6013587117195129,0.5367412567138672,0.4181146025657654
1165,"Nice, I have never played that game","I remember these game well, like Contra and Battle Toads. ",0,0,0,1,0,0,1,8,-0.172675341,-0.064453632,0.6018868088722229,0.6040980219841003,0.6168152689933777,0.4764308035373688
1166,Why was that?,Was it your first time riding on one? Is there something in particular that makes you afraid?,0,0,0,0,1,1,6,6,-0.0344152,-0.082998052,0.532059371,0.6563665270805359,0.6042689085006714,0.5385539531707764
1167,"I understand that, I am always scared of going on the train as well.",Was it your only choice to get where you were going?,0,0,1,0,0,1,0,6,-0.231867224,0.055640914,0.6019815802574158,0.5497338771820068,0.4521107077598572,0.6026351451873779
1168,That's great.  What kind of car?,"Great, what make are getting?",0,0,0,0,1,1,6,6,0.18521839380264282,0.12591932713985443,0.5658215880393982,0.5316001772880554,0.49853941798210144,0.605959415
1169,"Nice, I'm a big fan of Toyotas.","Toyota is reliable, are getting an SUV?",0,0,0,0,0,1,1,6,-0.090355232,-0.00908234,0.5909441113471985,0.5808072686195374,0.5334765911102295,0.6260058879852295
1170,"Oh cool, what movie was it?",Interesting choice. Did she like it?,0,0,0,0,1,1,6,6,-0.124669373,-0.046995044,0.4904189109802246,0.5378700494766235,0.41098129749298096,0.5143922567367554
1171,That is cool.  It's always nice to have a good childhood.,That's good to have something in common. Make the memories.,1,1,0,0,0,0,1,1,0.096289538,0.6351748704910278,0.633933961,0.5628799796104431,0.4580632746219635,0.47123536467552185
1172,I know what you mean. ,So what is the problem exactly?,1,0,0,0,0,1,0,6,0.4952062964439392,-0.075995624,0.3775154948234558,0.5520971417427063,0.457586408,0.6719869375228882
1173,"Well, that's not good. Maybe you should try looking at things from your perspective.",Try doing something you never did before.,0,0,0,0,0,0,5,8,0.1761035919189453,-0.137653679,0.6251793503761292,0.6393284201622009,0.6206819415092468,0.648276687
1174,"Wow, that is pretty gross.",It is disgusting. What did you do?,1,0,0,0,0,1,1,6,-0.225779533,-0.106684238,0.5605292916297913,0.5200625658035278,0.4566725194454193,0.5959644317626953
1175,"Wow, that's not good. Did you complain?",You did good. You should have called the manager to tell him know.,0,1,0,0,1,0,6,8,-0.074511603,-0.004414268,0.5748447179794312,0.4736454486846924,0.5046529173851013,0.5292888879776001
1176,Nice! What kind of bike is it?,There are so many bike trails available now. You are going to have a lot of fun.,0,1,0,0,1,0,6,1,0.013449415564537048,-0.091900826,0.5330325365066528,0.5590932965278625,0.5243211388587952,0.46098390221595764
1177,I hope you enjoy it.,I'm glad you were able to get one that you are going to enjoy so much.,1,1,0,0,0,0,2,8,-0.088086873,0.10562831908464432,0.5859317183494568,0.5654639601707458,0.5059586763381958,0.5013749599456787
1178,That is exciting!  I wish you the best of luck with that.  I'm sure you will have a great life.,That's a big step. I hope it works out for you.,1,1,0,0,0,0,7,2,0.3183566927909851,0.36919650435447693,0.6428728699684143,0.5800796747207642,0.3145030736923218,0.394161582
1179,I'm sure it will be a lot of work. I hope it works out for you.,"I like renovation projects. And yes, renting is a waste of money",1,0,0,0,0,0,2,0,0.3119904696941376,-0.090903431,0.5919447541236877,0.5240640640258789,0.41419193148612976,0.39183613657951355
1180,"Oh no, I hope you have a good paying job.","I feel you, I'm in the same boat.  Are you in a two income household?",1,1,0,1,0,1,2,6,-0.077393264,0.5342457294464111,0.5820829272270203,0.5576872825622559,0.5608292818069458,0.31523773074150085
1181,"Yeah, I know how that can be.  I'm in a two income household and I get stressed out when I spend more than I need to.","Yep, money spent on bills and food, with little left for fun.  My wife has the same complaint. ",1,0,1,1,0,0,0,0,-0.014999144,0.7486253976821899,0.71510011,0.5921134352684021,0.3518872857093811,0.5794985294342041
1182,That is terrible.  I have a cat named Hurricane.  I am so sorry for your loss.,"Oh no, that sounds horrible",1,0,1,0,0,0,4,1,-0.555905223,-0.200733483,0.6113528609275818,0.5486690998077393,0.2874680161476135,0.439619243
1183,"Oh no, that's terrible. I hope she's not contagious","I am sorry, that is a sad thing to go through",1,1,0,0,0,0,2,4,-0.066668898,-0.035592198,0.5264754295349121,0.5363728404045105,0.3991539180278778,0.4431022107601166
1184,Oh no! I'm so sorry. I hope you get it resolved soon!,Why would you not get paid?,1,0,0,0,0,1,4,6,0.054074693471193314,-0.01477161,0.5311747193336487,0.6137239336967468,0.24862246215343475,0.6991403102874756
1185,I'm sorry. I hope you get it figured out.,I can imagine it is,1,0,0,0,0,0,3,8,0.15412910282611847,-0.028103627,0.5653255581855774,0.5002543330192566,0.38940107822418213,0.4850074052810669
1186,"Oh, that is so nice.  What kind of photo was it?","Oh my, did it make you emotional?",1,0,0,0,1,1,6,6,-0.337849617,-0.071628347,0.5952914357185364,0.47527769207954407,0.42961493134498596,0.3922346234321594
1187,"That's great, I bet it made you feel really good about yourself.",Aw hopefully you never lose that picture!,1,1,0,0,0,0,1,3,0.1560213267803192,0.2029815912246704,0.5162882208824158,0.36864399909973145,0.3915993571281433,0.33724305033683777
1188,That's really cool! What was it about?,Oh what was the surprise?! ,1,0,0,0,1,0,6,6,0.14389453828334808,0.27936050295829773,0.5037544965744019,0.25273117423057556,0.36329084634780884,0.4779329001903534
1189,That's so nice of them!  I bet you were so happy!,You should go on a little date if you can. or to the movies!,1,0,0,0,0,0,1,5,0.2524203658103943,0.21821925044059753,0.3925405740737915,0.30575910210609436,0.22375893592834473,0.14661294221878052
1190,I bet. Did you get home ok?,You should have taken a Uber. You never know what will happen these days.,0,0,0,0,1,0,6,5,0.1667274832725525,-0.240605205,0.5055522322654724,0.5303362011909485,0.40787237882614136,0.4771142601966858
1191,I would take a cab or uber.,No problem. Its also worth carrying a taser or pepper spray.,0,0,1,0,0,0,1,8,-0.1944502,-0.157203987,0.49863743782043457,0.5887725949287415,0.47980228066444397,0.650316596
1192,That is a horrible situation. I would be furious.,did you pay him back?,1,0,1,0,0,1,1,6,-0.174671292,-0.087075561,0.5286695957183838,0.4481910467147827,0.43931350111961365,0.555618405
1193,thats so sad. i hope you feel better now,thats good thetn,1,1,0,0,0,0,3,1,0.12160761654376984,-0.254519612,0.4264569878578186,0.4691121280193329,0.11298555135726929,0.43010029196739197
1194,I am so sorry to hear that. Did you study hard?,"Oh my, so close! But you can try better next time.",1,1,0,0,1,0,4,8,-0.134374589,0.294299841,0.5030972957611084,0.527479887,0.38539159297943115,0.3821840286254883
1195,I'm sure you'll do great.,Yes and theres no point mulling over it! ,1,0,0,0,0,0,2,0,0.048960082,0.25570788979530334,0.5347068905830383,0.3232308626174927,0.3856571316719055,0.5144095420837402
1196,Oh my gosh! Did you get run over?,wow thats crazy.. what ended up happening!,0,1,0,0,1,0,6,8,-0.157584161,0.47271305322647095,0.5126634240150452,0.6088688969612122,0.49389118,0.15614016354084015
1197,wow thats crazy,wow thats good,0,1,0,0,0,0,1,1,0.025989554822444916,-0.135622203,0.5725551843643188,0.5679512023925781,0.4070016145706177,0.44604089856147766
1198,I bet you were so excited.,aww.. that must have been a sweet nostaligia. did you had a collection of those?,0,0,0,0,0,1,1,6,0.2713393270969391,0.6578727960586548,0.48026666045188904,0.3644922971725464,0.3744908571243286,0.20776912569999695
1199,"i do too, i still have my old cards from when i was a kid","I feel happy for ya! I used to collect cards myself, i still have them",0,1,1,1,0,0,0,1,-0.153183267,0.077332467,0.488797665,0.511077881,0.36759501695632935,0.21910914778709412
1200,I hope you do. What kind of job do you have?,That is great! Did you manage to land the job?,1,1,0,0,1,1,2,6,-0.008629709,-0.00345964,0.5927533507347107,0.5051074028015137,0.48581811785697937,0.3760914206504822
1201,I am sure it is very rewarding.,I'm glad to hear that! As long as you keep working hard and trying your best you can do it! ,1,1,0,0,0,0,8,1,-0.014292128,0.2863371670246124,0.5582680702209473,0.34749892354011536,0.587186337,0.20432224869728088
1202,I love watching racing!  I love watching the races!,Are you talking about the city or a person?,0,0,1,0,0,1,1,6,-0.228819877,0.11958403885364532,0.2863936126232147,0.5596550703048706,0.6563805341720581,0.5927451848983765
1203,"That is awesome, did you see it?",I didn't know this broadway show but it seems nice.,1,0,0,0,1,0,6,1,-0.039026618,0.026556041091680527,0.51810807,0.49711453914642334,0.4989103376865387,0.45277276635169983
1204,I love the beach! Did you enjoy yourself?,"Yeah, I love going to the beach as well! You must have felt so happy there in that moment!",0,1,0,1,1,0,6,1,0.12484370172023773,0.28194373846054077,0.3852900266647339,0.3564940392971039,0.2528288960456848,0.15771174430847168
1205,I can imagine. I'm glad you had fun!,I feel happy and content just sitting here listening to you describe the experience.,1,1,0,1,0,0,1,1,0.22785337269306183,-0.060854539,0.523722231,0.49610310792922974,0.25935494899749756,0.35066893696784973
1206,"Oh no, I'm sorry to hear that.",oooh no that's awful ,1,0,0,0,0,0,4,1,-0.172654599,0.1902948021888733,0.566082776,0.3534546494483948,0.4408579170703888,0.2515665590763092
1207,that's not good,ok but did you pass the test,0,0,0,0,0,0,1,8,-0.145069644,-0.070347518,0.42833206057548523,0.42009562253952026,0.5654436349868774,0.47418490052223206
1208,That sounds like fun! What are you going to do?,That sound amazing.  Dancing is very bonding.,1,1,0,0,1,0,6,1,0.20414142310619354,-0.134620011,0.48443111777305603,0.6075226664543152,0.2833518385887146,0.41817501187324524
1209,That is really tough.  I hope you have fun and you have a great time.,"Well, a night out dancing will go a long way towards reconnecting with the love of your life.  I am happy for you!",1,1,0,0,0,0,2,1,0.11759860813617706,0.8983544111251831,0.6242373585700989,0.436718225,0.4277268350124359,0.18993255496025085
1210,I'm so sorry. I hope you can find peace in your life.,im sorry to hear that.. what happened?,1,1,0,0,0,1,3,4,-0.205460668,0.4468380808830261,0.5694076418876648,0.6004476547241211,0.25745856761932373,0.13748331367969513
1211,"that is horrible, i am sorry to hear that.. i hope you can find peace with her.. i am sure she will",oh.. wow.. sorry that it happened.,1,1,0,0,0,0,4,4,0.3534984886646271,0.34552013874053955,0.6329709887504578,0.4225265085697174,0.11941221356391907,0.31680232286453247
1212,Why is that?,"Oh sorry, did he pass away?",0,0,0,0,1,1,6,4,-0.048373535,-0.073954001,0.5282903909683228,0.5143539905548096,0.6043199300765991,0.511726975
1213,I'm sorry to hear that. I hope you are able to get through it.,Oh my god.. my hearty condolences. ,1,1,0,0,0,0,3,4,-0.160104454,0.2617127299308777,0.5818207859992981,0.3505537807941437,0.37507593631744385,0.38771915435791016
1214,That sounds like fun!  Did you enjoy it?,That is really cool. Did you have a good time?,1,1,0,0,1,1,6,6,0.19438540935516357,0.081962958,0.4978606700897217,0.49739503860473633,0.40334346890449524,0.38939982652664185
1215,I love the ocean.,It feels so good just to hear you say that,0,1,1,0,0,0,0,1,-0.153861225,0.033081453293561935,0.5082699060440063,0.48575374484062195,0.40485259890556335,0.28158313035964966
1216,That's awesome. What was the occasion?,"Oh wow, the broadway show?",1,0,0,0,1,0,6,6,0.16269132494926453,0.1854133903980255,0.5066658854484558,0.5273885726928711,0.4581109881401062,0.42127710580825806
1217,"I love watching him live, I have to go see him next month.","Oh yea, he is too good at what he does. I heart stunning review for the show as well",0,0,1,0,0,0,1,1,-0.08219263,-0.014776304,0.5083672404289246,0.44634348154067993,0.4995903968811035,0.3821372389793396
1218,"That's cool, where did you go?",how did it turn out,1,0,0,0,1,1,6,8,0.044329077,-0.168105692,0.5110990405082703,0.44866621494293213,0.476318896,0.4673697054386139
1219,i bet it was,oh congrats on that.. always nice to see family ,0,1,0,0,0,0,8,1,-0.148468316,0.33742234110832214,0.42942386865615845,0.3951095640659332,0.4125642776489258,0.12785501778125763
1220,That is terrible. Did you run?,did he catch you?,0,0,0,0,1,1,6,6,-0.119029105,-0.108863503,0.5331897735595703,0.4189543128013611,0.6042486429214478,0.5335628986358643
1221,wow.. i hope you are ok,wow thats good,1,1,0,0,0,0,3,1,0.096984923,-0.135622203,0.3905777931213379,0.5679512023925781,0.15760359168052673,0.44604089856147766
1222,That is nice to hear.,thats good,1,1,0,0,0,0,1,1,-0.11384508,-0.011941507,0.5565338730812073,0.5161228179931641,0.4880486726760864,0.43123167753219604
1223,thats good,as you should,1,0,0,0,0,0,1,5,-0.011941507,-0.131333828,0.5161228179931641,0.3766677677631378,0.43123167753219604,0.4775603711605072
1224,Why were you nervous?,"I feel you, it would be really scary. How did it turn out?",0,1,0,0,1,1,6,6,-0.060720518,0.027354806661605835,0.4960812032222748,0.521017313,0.5273743271827698,0.3384784460067749
1225,That's great. I'm glad it worked out for you!,so happy for you!,1,1,0,0,0,0,1,1,0.4388349950313568,0.1940876990556717,0.5313676595687866,0.42966389656066895,0.25275880098342896,0.1229965090751648
1226,"Oh no, did you get hurt?",Damn! was it a stray dog?,0,0,0,0,1,1,6,6,-0.081332237,-0.113718286,0.5132587552070618,0.5302654504776001,0.5838806629180908,0.46358048915863037
1227,Did you get out of there and take it?,Dear god.. I hope you are alright my friend!,0,1,0,0,1,0,6,3,0.021078881,0.30980437994003296,0.5356162190437317,0.581325114,0.5813583135604858,0.3028814196586609
1228,"Yeah, it's a lot of work. I'm sure you'll do great.",Oh really? I believe you wanted to be a singer yourself huh?,1,0,0,0,0,1,1,6,0.065845072,0.060900316,0.5296252369880676,0.4556543529033661,0.3539212942123413,0.3039015531539917
1229,I'm sorry to hear that. Maybe you can get another chance at it?,"Well, it is never too late my friend.. pursue your dreams :)",1,1,0,0,0,0,4,7,0.012321204,0.7482688426971436,0.5842124223709106,0.32667940855026245,0.406809926,0.32112303376197815
1230,Did you have to leave for a while?,"Did they follow your instructions, or did they do their own thing?",0,0,0,0,1,1,6,6,0.015536826103925705,0.2789095640182495,0.5504166483879089,0.6873047947883606,0.5800515413284302,0.6585996150970459
1231,That's great. I'm glad you got them back!,Wow!  I didn't expect that answer from you!  That must have been a great surprise!,1,1,0,0,0,0,1,1,0.013638332486152649,0.11793166399002075,0.5314106941223145,0.3984525799751282,0.3032075762748718,0.4162618815898895
1232,"That's horrible, did you find them all?",Oh god.. thats so gross,0,0,0,0,1,0,6,1,-0.04919786,0.27599573135375977,0.5668042302131653,0.6632702946662903,0.633482814,0.3119826018810272
1233,Did you eat them?,I would have thrown up right then and there,0,0,0,1,1,0,6,1,-0.01832933,-0.017216489,0.5246385931968689,0.4864366948604584,0.5711169838905334,0.41932418942451477
1234,I am so happy for you.,i was beet red when I realized what had happened.,1,0,0,1,0,0,1,8,-0.148573354,0.017500732094049454,0.5089400410652161,0.4125075340270996,0.28749358654022217,0.32775819301605225
1235,"oh my gosh, i bet that was embarassing.","Thank you, your so kind",0,1,0,0,0,0,1,7,-0.18357873,0.064086005,0.4389745891094208,0.44314906001091003,0.36452656984329224,0.3248212933540344
1236,That is so nice of her. I hope she has a good time!,Is she staying with you? ,1,0,0,0,0,1,2,6,-0.10439983,0.5128157138824463,0.5068182945251465,0.3941103219985962,0.2038392424583435,0.4665696918964386
1237,I hope you guys have a good time.  I have a daughter myself.,Sounds like everything went better than expected.,1,0,1,0,0,0,2,1,0.535563588,-0.005030826,0.5787742733955383,0.5882335305213928,0.4656967222690582,0.5643807649612427
1238,"Oh no, did they end up doing anything?",Oh dear me.. So sorry to hear that! what did you do?,0,1,0,0,1,1,6,4,-0.177058697,0.5500531196594238,0.5837317705154419,0.8582767248153687,0.5299917459487915,0.36293086409568787
1239,That's a tough situation. I hope you can get through it!,I really hope things work out for you my friend,1,1,0,0,0,0,3,2,0.14022889733314514,0.40491586923599243,0.5182939767837524,0.4894586503505707,0.2485976219177246,0.23410674929618835
1240,Oh no!  Did you take a photo of it?,Disgusting. Was it the flying variety?,0,0,0,0,1,1,6,6,-0.263724685,-0.205769897,0.5326001048088074,0.5197450518608093,0.578175962,0.5740928649902344
1241,I would have been really upset.,Gross.  We have those here too.  Typically you only see them during the summer.,0,0,1,1,0,0,1,0,-0.19609192,-0.384033114,0.5327528715133667,0.5813276171684265,0.48401379585266113,0.5804968476295471
1242,"Oh, well I hope you can cover them all!",good for you! that is how it is supposed to be,1,1,0,0,0,0,3,8,0.30664098262786865,0.3454059660434723,0.5076130628585815,0.3963615596294403,0.3201696276664734,0.19096696376800537
1243,that is always a good thing,I wish you the very best on that my friend,0,1,0,0,0,0,1,7,-0.028429791,0.10532988607883453,0.33950939774513245,0.5113498568534851,0.46465298533439636,0.319694847
1244,"That's great, I'm sure it was a great experience.",i feel like is should be prepared,1,0,0,0,0,0,1,5,-0.046858333,0.071384676,0.5512622594833374,0.34317898750305176,0.4042428433895111,0.28682392835617065
1245,"Oh no, what happened?",oh sorry to hear that.. why didn't it work out?,0,1,0,0,1,1,6,4,-0.122962967,0.8943750858306885,0.5516807436943054,0.4292061924934387,0.5349741578102112,0.14172902703285217
1246,that sounds like a good time,Aw.. i feel you my friend. Hopefully things get better soon enough,1,1,0,0,0,0,1,3,0.031797364354133606,0.5569397211074829,0.429026723,0.4003292918205261,0.33558687567710876,0.218664289
1247,Why did you lie to her?,"What did you lie about, and why?",0,0,0,0,1,1,6,6,0.054883633,0.1125485897064209,0.5217961072921753,0.5642157196998596,0.5512984991073608,0.6709414720535278
1248,"Oh, well that's not good. I'm sorry to hear that.",Best advice.  Never confess it.,1,0,0,0,0,0,4,7,-0.141200945,0.3098441958427429,0.5809630751609802,0.5708289742469788,0.43378329277038574,0.47447460889816284
1249,oh wow that is embarrassing,Damn! Every kid tells such innocent lies.. I bet your were embarassed,0,0,0,0,0,0,1,1,0.2428661733865738,0.3807191550731659,0.4238980710506439,0.6012945175170898,0.27393096685409546,0.531543493
1250,Oh no! Did you find out who it was?,"Aww.. Your story is both cute, funny and innocent",0,1,0,0,1,0,6,1,0.005402707,0.3176557123661041,0.5500016212463379,0.34520912170410156,0.5331369638442993,0.394362211
1251,I love my four year old daughter! How did that go?,Did you give her one of each?,0,0,1,0,1,1,6,6,0.9537121057510376,0.019208289682865143,0.37388545274734497,0.5272296071052551,0.2460707575082779,0.5186903476715088
1252,That's pretty sweet.  Did she know what you were going to do?,aweeee that is pretty cute.,1,1,0,0,1,0,6,1,0.27008840441703796,0.048303619027137756,0.5808112025260925,0.4300982356071472,0.5117049217224121,0.15214744210243225
1253,Oh no! What happened?,Shoot.. I bet it was scary.. How did you handle it?,0,1,0,0,1,1,6,6,-0.069011152,0.416642427,0.5515248775482178,0.7956605553627014,0.5200372934341431,0.5968595743179321
1254,I am so glad you were able to get it all done.,So glad to hear that buddy. Wishing you are your girl all the very best,1,1,0,0,0,0,8,7,0.032819573,0.4010849893093109,0.5286320447921753,0.47488516569137573,0.40698495507240295,0.17784000933170319
1255,I bet you are excited to join.  Do you enjoy it?,Have you been applying to try to get a position?,1,0,0,0,1,1,2,6,0.14823463559150696,0.014333583414554596,0.565877378,0.5829356908798218,0.492337704,0.28743404150009155
1256,I'm sorry to hear that.  Maybe you can find a job that you really like?,That's unfortunate.  What are you doing now?,1,1,0,0,1,1,5,6,-0.115608826,0.094985321,0.6562252640724182,0.642417848,0.35707125067710876,0.4349701702594757
1257,I'm so sorry to hear that. I hope you can find peace and peace with him.,Thankfully they just were checking up on my speed,1,0,0,0,0,0,4,8,-0.270190448,-0.16846174,0.5857371687889099,0.4098209738731384,0.2687920331954956,0.4658997058868408
1258,I don't know. I'm in a different state now,"Sorry, something wrong with the chat interface",0,0,1,0,0,0,8,4,-0.138804644,-0.14102605,0.5437191724777222,0.5550355315208435,0.43245765566825867,0.5646493434906006
1259,Why? What happened?,Sorry to hear that!,0,1,0,0,1,0,6,4,-0.02453018,-0.006241783,0.5745789408683777,0.47138673067092896,0.6047825813293457,0.36501890420913696
1260,"Nice, what kind of track did you run?",Oh no.. Did he pass away?,0,0,0,0,1,1,6,6,0.053763214498758316,0.15490548312664032,0.4948529601097107,0.703342617,0.6132093667984009,0.6659505367279053
1261,I'm so sorry to hear that. I hope he is okay.,Hope you feel better,1,1,0,0,0,0,4,3,-0.170407921,-0.017905638,0.5695088505744934,0.5245084762573242,0.25433120131492615,0.345259428
1262,I have never been to a movie. What movie was it?,"Uhm.. yeah, sure. I concur!",0,1,0,0,1,0,6,0,-0.246224612,0.6473957300186157,0.5788622498512268,0.4708311855792999,0.5822968482971191,0.41579118371009827
1263,That is really nice. I have never been able to dance well either,"Oh yeah, me too. They have such cool attitude",0,0,1,1,0,0,1,1,-0.181849658,0.023747090250253677,0.49189281463623047,0.3944341540336609,0.3900083303451538,0.28923738
1264,"Oh my gosh, that is terrifying. Did you find one?",holy cow! Thats terrifying. What did you do?,0,1,0,0,1,1,6,6,-0.201273769,-0.023868293,0.5336329936981201,0.6690083742141724,0.3459884524345398,0.40886813402175903
1265,Did you run?,"Hahaha.. I am sorry, i know it was really scary, but to think about it now, it is really funny as well",0,1,0,0,1,0,6,4,0.003240809,0.29199516773223877,0.4923330545425415,0.37756502628326416,0.6110020279884338,0.3856614828109741
1266,"Oh wow, did you get it back?",Nice.. what type of ticket.. Monopoly?  Price is Right?  Scrabble?  Bingo?,0,0,0,0,1,1,6,6,-0.005077913,0.22305889427661896,0.5336510539054871,0.7769373655319214,0.4454224705696106,0.7032856941223145
1267,You must have been so disappointed.  I would have been too.,Better luck next time!  I love to scratch!,1,1,1,0,0,0,1,7,0.5932720899581909,-0.165065944,0.5603426694869995,0.4354817271232605,0.41031402349472046,0.4075445532798767
1268,That's gross! I hope you were able to get it cleaned up.,"That sounds gross, did you get sick from it?",1,0,0,0,0,1,1,6,-0.148337588,-0.021981187,0.5366606116294861,0.5149480104446411,0.3760606348514557,0.5416226387023926
1269,Did you do anything to it?,"Smart move, at least you noticed it and it wasn't hidden under icing or anything",0,0,0,0,1,0,6,8,-0.040253915,-0.11302036,0.5903652310371399,0.5307480096817017,0.5923539400100708,0.43306058645248413
1270,"Oh no, I'm sorry to hear that. Did you have any hope of finding him?",Oh god.. sorry.. How are you holding up?,1,1,0,0,1,1,4,4,-0.130200639,0.46779438853263855,0.5811795592308044,0.8289209008216858,0.44558265805244446,0.4522845149040222
1271,I'm so sorry.. I hope you find peace and love.,Sorry buddy.. hopefully she is at a better place,1,1,0,0,0,0,3,3,0.11266110837459564,0.60086298,0.539230227,0.41574031114578247,0.36182349920272827,0.24366135895252228
1272,I'm sorry to hear that. I'm sure you'll be able to cope with it.,"losing a loved one is never easy, especially a brother im sorry for your loss",1,1,0,0,0,0,4,4,-0.029954001,0.28541842103004456,0.5867705345153809,0.40515217185020447,0.3227235972881317,0.2852989435195923
1273,"it is, i'm sure it will, I hope he is doing better","I cant imagine the pain you went through, i have 7 brothers and the taught of losing one of them scares me",1,1,0,1,0,0,3,1,0.017502651,0.031205888837575912,0.46206140518188477,0.45960789918899536,0.402952105,0.6590756177902222
1274,I feel the same way. I can't stand any of the fake news.,I hear ya. Both sides are infected with this issue. ,0,1,1,0,0,0,0,0,-0.299723655,0.262600839,0.5648457407951355,0.4381774067878723,0.437008262,0.47685614228248596
1275,"I agree, it is always so embarrassing to see so many fake news out there.","Well, they are looking for more viewers. It is not news anymore, it is entertainment.",1,0,1,0,0,0,0,8,-0.205146849,-0.032195069,0.549419641,0.6206570267677307,0.41479089856147766,0.7198694944381714
1276,I bet that was stressful.,"That blows dude, i bet it was not your fault ",0,1,0,0,0,0,1,1,-0.050004765,-0.157118812,0.522977889,0.3322589099407196,0.5348976850509644,0.5181814432144165
1277,I am sure you will be fine.,"So they just cleaned house? Damn that bad, i would assume they would have kept some workers ",1,0,0,0,0,0,8,6,-0.033525467,-0.014541186,0.5398696660995483,0.3828532099723816,0.44235262274742126,0.5562815070152283
1278,That's awesome!  I've never been there.  I love it there.,I thought walmart was pretty cheap.  I've never been to aldi's,1,0,0,0,0,0,1,8,-0.698929906,-0.640793204,0.47377461194992065,0.5319671630859375,0.3075171113014221,0.5743401646614075
1279,I will check it out.   ,I may need to see if I have one near by.,0,0,0,0,0,0,3,5,0.2047112137079239,-0.215037912,0.13195818662643433,0.6387009024620056,0.6200302243232727,0.530343235
1280,"I like the Lakers, I'm not a big sports fan.","I know right? everyone is, with Lebron James coming in",0,0,0,0,0,0,8,6,-0.084765524,0.7634791135787964,0.4250493049621582,0.2444871962070465,0.44063499569892883,0.14578402042388916
1281,I hope so too!,So true. Lakers going to do well this time around.,1,0,0,0,0,0,2,0,0.044114843010902405,0.12195821106433868,0.4710845351219177,0.2740318477153778,0.19652986526489258,0.33897703886032104
1282,I am sorry to hear that.  What happened?,Oh god.. so sorry to hear that. May i ask how did it happen?,1,1,0,0,1,1,4,4,0.07680703,0.5078760385513306,0.6351532340049744,0.39142686128616333,0.4528355896472931,0.31407326459884644
1283,That's terrible. I hope you are feeling better now.,Sorry.. Hopefully he is at a better place now.,1,1,0,0,0,0,3,3,-0.04029227,0.13256420195102692,0.5849607586860657,0.5075913667678833,0.3644033670425415,0.609918475
1284,How is she cheating?,"Aww, such a nice boyfriend in this day and age! She is so lucky.",0,1,0,0,1,0,6,1,0.17368435859680176,0.42410945892333984,0.5115601420402527,0.4195637106895447,0.5551072359085083,0.28665927052497864
1285,I hope she doesn't get caught!,I assure you she is a keeper. Marry her buddy!,0,1,0,0,0,0,3,0,-0.009341314,0.48468858003616333,0.546127975,0.3812411427497864,0.36829301714897156,0.2811312675476074
1286,That's great to hear!  Do you have any plans for when you finish?,"Good, I hope you make the ends meet",1,1,0,0,1,0,6,2,0.3974992632865906,0.29647162556648254,0.5459551215171814,0.559019148,0.349173903,0.42776066064834595
1287,"I hope you do well, I'm sure you will!","I wish you the best of luck, you will be fine!",1,1,0,0,0,0,2,7,0.15884360671043396,0.11279289424419403,0.5699099898338318,0.5128347277641296,0.2147316336631775,0.24652062356472015
1288,"I've never been to a race before, but I've always wanted to go. What was the occasion?",Who is hamilton?,0,0,1,0,1,1,6,6,-0.059761465,0.046003114,0.5851050019264221,0.5200244188308716,0.6099120378494263,0.6108187437057495
1289,"That's a good show, I haven't seen it.","Oh okay, did you see it in NYC?",0,0,0,0,0,1,8,6,-0.037645482,-0.004494041,0.5644934773445129,0.4470994174480438,0.6190232038497925,0.43002310395240784
1290,That's good. I hope she's okay.,That is good to hear.  I am sorry to hear she was hurt. What happened?,1,1,0,0,0,1,2,4,0.000680067,-0.448750883,0.5831181406974792,0.6070088744163513,0.3302745521068573,0.4154748022556305
1291,Oh my goodness.  I would have been so scared!  I hope she is okay.,Ouch.  What kind of dog?,1,0,0,0,0,1,2,6,0.013473063707351685,0.1581508219242096,0.5537101626396179,0.6948729157447815,0.24905505776405334,0.6277934312820435
1292,Oh cool. I love to dance. What kind of dance do you like?,I'm not a very good dancer.  What kind of dancing did you do?,0,0,0,0,1,1,6,6,-0.002690092,0.073475823,0.43374186754226685,0.6612499952316284,0.3107404112815857,0.5278521776199341
1293,"I bet it was, I'm glad you were able to keep your cool.","Oh wow, that does sound fun",1,0,0,0,0,0,1,1,0.27022284269332886,-0.110029355,0.5390334129333496,0.5247677564620972,0.42759260535240173,0.335715115
